id,source_edge_id,doc_id,sentence_id,sentence_text,subj_canonical_id,subj_canonical_term,rel_text,obj_canonical_id,obj_canonical_term,rel_len,has_prep,is_generic_rel,rel_support_total,rel_support_subj,rel_support_obj,accept,normalized_relation,reason,evidence,model_name,created_at
277,1472,doc_289e,doc_289e_sent_00068,A setting of 0 would add no timed usage from the job.,860,setting,add,27,usage,3,0,1,17,9,15,1,sets,"The sentence states that a setting 'adds' a value, which can be interpreted as'sets'.",A setting of 0 would add no timed usage from the job.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
278,1478,doc_289e,doc_289e_sent_00083,"Name Priority
 normal 0
Add a new QOS
$ sacctmgr add qos zebra
 Adding QOS(s)
 zebra
 Settings
 Description = QOS Name
 Name Priority
 normal 0
 zebra 0
Set QOS priority
$ sacctmgr modify qos zebra set priority=10
 Modified qos...
 zebra
 Name Priority
 normal 0
 zebra 10
Set some other limits
$ sacctmgr modify qos zebra set GrpTRES=cpu=24
 Modified qos...
 zebra
$ sacctmgr show qos format=name,priority,GrpTRES
 Name Priority GrpTRES
 normal 0
 zebra 10 cpu=24
Add a QOS to a user account
$ sacctmgr modify user crock set",4244,sacctmgr,add,2558,priority,3,0,1,17,9,15,1,sets,The sentence 'Set QOS priority' and 'Set some other limits' clearly indicate that sacctmgr sets the priority of a QOS.,Set QOS priority $ sacctmgr modify qos zebra set priority=10 Modified qos... zebra Name Priority normal 0 zebra 10 Set some other limits $ sacctmgr,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
279,1479,doc_48b2,doc_48b2_sent_00002,"Slurm requires no kernel modifications for its operation and is relatively self-contained. As a cluster workload manager, Slurm has three key functions.",50,slurm,have,841,function,4,0,1,130,52,72,1,unknown,"The sentence states that Slurm 'has three key functions', implying that it possesses these functions.",Slurm has three key functions.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
280,1483,doc_48b2,doc_48b2_sent_00008,"The user commands include: sacct, sacctmgr, salloc, sattach, sbatch, sbcast, scancel, scontrol, scrontab, sdiag, sh5util, sinfo, sprio, squeue, sreport, srun, sshare, sstat, strigger and sview. All of the commands can run anywhere in the cluster.",1936,user command,include,3121,sacct,7,0,1,52,24,24,1,unknown,The sentence states that the user commands include sacct.,"The user commands include: sacct,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
281,1484,doc_48b2,doc_48b2_sent_00009,"Slurm components
The entities managed by these Slurm daemons, shown in Figure 2, include nodes, the compute resource in Slurm, partitions, which group nodes into logical (possibly overlapping) sets, jobs, or allocations of resources assigned to a user for a specified amount of time, and job steps, which are sets of (possibly parallel) tasks within a job.",4397,slurm component,include,285,node,7,0,1,52,24,24,1,unknown,The sentence states that 'entities managed by these Slurm daemons include nodes'.,"Slurm components The entities managed by these Slurm daemons, shown in Figure 2, include nodes,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
282,1490,doc_48b2,doc_48b2_sent_00035,A job can contain multiple job steps executing sequentially or in parallel on independent or shared resources within the job's node allocation.,24,job,contain,1009,step,7,0,1,22,16,15,1,unknown,The sentence states that a job can contain multiple job steps.,A job can contain multiple job steps executing sequentially or in parallel on independent or shared resources within the job's node allocation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
283,1497,doc_48b2,doc_48b2_sent_00074,"We also explicitly state that the subsequent job steps will spawn four tasks each, which will ensure that our allocation contains at least four processors (one processor per task to be launched).",1757,allocation,contain,3412,processor,7,0,1,22,16,15,1,unknown,"The sentence states that the allocation contains at least one processor per task, implying that the allocation as a whole contains the specified processors.","We also explicitly state that the subsequent job steps will spawn four tasks each, which will ensure that our allocation contains at least four processors.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
284,1498,doc_48b2,doc_48b2_sent_00078,Options supplied on the command line would override any options specified within the script. Note that my.script contains the command /bin/hostname that executed on the first node in the allocation (where the script runs) plus two job steps initiated using the srun command and executed sequentially.,4497,my.script,contain,900,command,7,0,1,22,16,15,1,unknown,The sentence states that'my.script contains the command /bin/hostname'.,Options supplied on the command line would override any options specified within the script. Note that my.script contains the command /bin/hostname,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
285,1503,doc_ce7f,doc_ce7f_sent_00006,"Install Slurm using one of the following methods:
Build RPM or DEB packages (recommended for production)",10131,install slurm,use,2258,method,3,0,1,63,35,45,1,uses,The sentence states that 'Install Slurm using one of the following methods'. This implies that the methods are used to install Slurm.,Install Slurm using one of the following methods:,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
286,1504,doc_ce7f,doc_ce7f_sent_00008,Some Linux distributions may have unofficial Slurm packages available in software repositories.,1569,distribution,have,8356,package,4,0,1,130,52,72,1,unknown,"The sentence states that Linux distributions'may have' unofficial Slurm packages, indicating a possession relationship.",Some Linux distributions may have unofficial Slurm packages available in software repositories.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
287,1508,doc_ce7f,doc_ce7f_sent_00020,"This dependency is a command that must be present, typically provided by a package of the same name.man2html
Lua APIlua
PAM supportPAM
PMIx support (requires --with-pmix at build time)pmix
Readline support in scontrol and sacctmgr interactive modesreadline
slurmrestd
Provides support for Slurm's REST API (optional prerequisites will enable additional functionality)http-parser
json-c
yaml (opt.)",1410,slurmrestd,provide,2122,support,7,0,1,42,27,28,1,unknown,"The sentence states that 'this dependency is a command that must be present, typically provided by a package of the same name'. The subject'slurmrestd' is listed as one of the packages that provide the mentioned dependency.","This dependency is a command that must be present, typically provided by a package of the same name.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
288,1510,doc_ce7f,doc_ce7f_sent_00033,"%{_prefix}/doc
%with_munge ""--with-munge=/opt/munge""
Building Debian Packages
Beginning with Slurm 23.11.0, Slurm includes the files required to build Debian packages.",50,slurm,include,59,file,7,0,1,52,24,24,1,unknown,Slurm 23.11.0 and later includes the files required to build Debian packages.,"Beginning with Slurm 23.11.0, Slurm includes the files required to build Debian packages.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
289,1511,doc_ce7f,doc_ce7f_sent_00039,The packages built as described above will have dependencies on external packages and on the general slurm package.,8356,package,have,5290,dependency,4,0,1,130,52,72,1,requires,The sentence states that packages 'have dependencies' which is a common way to express'requires'.,The packages built as described above will have dependencies on external packages and on the general slurm package.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
290,1512,doc_ce7f,doc_ce7f_sent_00045,"Type make install to compile and install the programs, documentation, libraries, header files, etc.",706,type,make,1217,install,4,0,1,4,4,4,1,configures,"make configures the build process, and install is the command to install the software",Type make install to compile and install the programs,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
291,1517,doc_ce7f,doc_ce7f_sent_00063,"The controller saves its state to disk whenever there is a change in state (see ""StateSaveLocation"" in Configuration section below).",813,controller,save,716,state,4,0,1,9,6,3,1,writes_to,The controller writes its state to disk.,The controller saves its state to disk whenever there is a change in state.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
292,1519,doc_ce7f,doc_ce7f_sent_00073,Login nodes should have access to any Slurm client commands that users are expected to use.,1874,login node,have,4174,access,4,0,1,130,52,72,1,unknown,"The sentence states that login nodes'should have access' to Slurm client commands, which implies a 'has' relation.",Login nodes should have access to any Slurm client commands that users are expected to use.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
293,1521,doc_ce7f,doc_ce7f_sent_00085,The primary reads the saved state and resumes normal operation.,10293,primary,read,716,state,4,0,1,8,8,6,1,reads_from,The primary explicitly reads the saved state.,The primary reads the saved state and resumes normal operation.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
294,1524,doc_ce7f,doc_ce7f_sent_00094,Both instances of slurmdbd should have access to the same database.,344,instance,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that both instances'should have access to the same database'.,Both instances of slurmdbd should have access to the same database.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
295,1527,doc_ce7f,doc_ce7f_sent_00101,"This plugin has similar requirements to MUNGE, requiring a key file shared to all Slurm daemons.",106,plugin,have,1041,requirement,4,0,1,130,52,72,1,requires,"The sentence states that the plugin 'has' requirements, which is a synonym for'requires'.","This plugin has similar requirements to MUNGE, requiring a key file shared to all Slurm daemons.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
296,1531,doc_ce7f,doc_ce7f_sent_00115,"Logging
Slurm uses syslog to record events if the SlurmctldLogFile and SlurmdLogFile locations are not set.",50,slurm,use,2815,syslog,3,0,1,63,35,45,1,uses,The sentence states that Slurm uses syslog for logging.,"Logging
Slurm uses syslog to record events if the SlurmctldLogFile and SlurmdLogFile locations are not set.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
297,1547,doc_8b12,doc_8b12_sent_00025,"SPANK Plugins
SPANK provides a very generic interface for stackable plug-ins which may be used to dynamically modify the job launch code in Slurm. SPANK plugins may be built without access to Slurm source code.",1351,spank,provide,6218,interface,7,0,1,42,27,28,1,unknown,The sentence states that SPANK 'provides' an interface for plugins.,SPANK provides a very generic interface for stackable plug-ins,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
298,1548,doc_8b12,doc_8b12_sent_00026,"They need only be compiled against Slurm‘s spank.h header file, added to the SPANK config file plugstack.conf, and they will be loaded at runtime during the next job launch. Thus, the SPANK infrastructure provides administrators and other developers a low cost, low effort ability to dynamically modify the runtime behavior of Slurm job launch. Additional documentation can be found here.",3909,infrastructure,provide,4825,administrator,7,0,1,42,27,28,1,unknown,"The sentence states that the infrastructure 'provides' the ability to modify the runtime behavior of Slurm, which is a service that can be used by administrators and developers.","They need only be compiled against Slurm‘s spank.h header file, added to the SPANK config file plugstack.conf, and they will be loaded at runtime during",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
299,1549,doc_8b12,doc_8b12_sent_00026,"They need only be compiled against Slurm‘s spank.h header file, added to the SPANK config file plugstack.conf, and they will be loaded at runtime during the next job launch. Thus, the SPANK infrastructure provides administrators and other developers a low cost, low effort ability to dynamically modify the runtime behavior of Slurm job launch. Additional documentation can be found here.",3909,infrastructure,provide,4225,ability,7,0,1,42,27,28,1,unknown,The sentence states that the infrastructure 'provides' an ability to modify the runtime behavior of Slurm.,"They need only be compiled against Slurm‘s spank.h header file, added to the SPANK config file plugstack.conf, and they will be loaded at runtime during",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
300,1551,doc_977e,doc_977e_sent_00001,Slurm has the ability to reserve resources for jobs being executed by select users and/or select bank accounts.,50,slurm,have,4225,ability,4,0,1,130,52,72,1,unknown,The sentence explicitly states that Slurm 'has the ability' to reserve resources.,Slurm has the ability to reserve resources for jobs being executed by select users and/or select bank accounts.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
301,1553,doc_977e,doc_977e_sent_00003,"The resources which can be reserved include cores, nodes, licenses and/or burst buffers.",1749,resource,include,1564,cores,7,0,1,52,24,24,1,unknown,The sentence states that'resources which can be reserved include cores'.,"The resources which can be reserved include cores,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
302,1555,doc_977e,doc_977e_sent_00007,"When cores or nodes are reserved, then jobs using that reservation can use only those resources (this behavior can be change using FLEX flag) and no other jobs can use those resources.",24,job,use,1749,resource,3,0,1,63,35,45,1,uses,Jobs using a reservation can only use the specified resources.,"When cores or nodes are reserved, then jobs using that reservation can use only those resources.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
303,1556,doc_977e,doc_977e_sent_00011,"Additionally, root and the configured SlurmUser have access to all reservations, even if they would normally not have access. The man pages for the various commands contain details.",3265,root,have,4174,access,4,0,1,130,52,72,1,unknown,The sentence states that 'root and the configured SlurmUser have access' to reservations.,"Additionally, root and the configured SlurmUser have access to all reservations.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
304,1576,doc_977e,doc_977e_sent_00053,"bash-3.00$ scontrol show ReservationName=root_3
ReservationName=root_3 StartTime=2009-02-06T16:00:00
 EndTime=2009-02-06T18:30:00 Duration=150
 Nodes=ALL NodeCnt=20 Features=(null)
 PartitionName=(null)",1480,scontrol,show,7034,reservationname,4,0,1,13,8,12,1,reports,The'scontrol show' command reports the reservation name.,bash-3.00$ scontrol show ReservationName=root_3,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
305,1577,doc_977e,doc_977e_sent_00053,"bash-3.00$ scontrol show ReservationName=root_3
ReservationName=root_3 StartTime=2009-02-06T16:00:00
 EndTime=2009-02-06T18:30:00 Duration=150
 Nodes=ALL NodeCnt=20 Features=(null)
 PartitionName=(null)",1480,scontrol,show,285,node,4,0,1,13,8,12,1,reports,scontrol reports the status of nodes in a reservation,Nodes=ALL NodeCnt=20,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
306,1580,doc_977e,doc_977e_sent_00072,"A six node reservation for both alan and brenda that lasts the full 60 minutes
A four node reservation for brenda for the first 30 minutes
A four node reservation for both alan and brenda that lasts for the final 30 minutes
If the ""maint"" or ""overlap"" flag is used when creating reservations, one could create a reservation within a reservation within a third reservation. Note a reservation having a ""maint"" or ""overlap"" flag will not have resources removed from it by a subsequent reservation also having a ""maint"" or ""overlap"" flag, so nesting of reservations only works to a depth of two.",436,flag,have,1749,resource,4,0,1,130,52,72,1,unknown,The sentence states 'have a reservation for resources'.,A six node reservation for both alan and brenda that lasts the full 60 minutes,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
307,1582,doc_977e,doc_977e_sent_00081,"Alternately the reservation can have a specific end time, in which case the reservation's start time will increase through time until the reservation's end time is reached. When the current time passes the reservation end time then the reservation will be purged.",642,reservation,have,117,time,4,0,1,130,52,72,1,unknown,The sentence states that a reservation can 'have' a specific end time.,"Alternately the reservation can have a specific end time,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
308,1586,doc_977e,doc_977e_sent_00100,"The following example shows that the FLEX flag allows the job to run before the reservation starts, after it ends, and on a node outside of the reservation.",436,flag,allow on,285,node,8,1,0,2,2,2,1,unknown,The sentence states that the flag 'allows' the job to run on a node outside of the reservation.,"The following example shows that the FLEX flag allows the job to run before the reservation starts, after it ends, and on a node outside",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
309,1596,doc_edd8,doc_edd8_sent_00001,Slurm has a rich set of options to control the default binding of tasks to resources.,50,slurm,have,5749,set,4,0,1,130,52,72,1,unknown,"The sentence states that Slurm 'has' a rich set of options, which is a synonym for 'has'",Slurm has a rich set of options to control the default binding of tasks to resources.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
310,1598,doc_edd8,doc_edd8_sent_00006,"The next highest priority binding will be the node-specific binding, if any node in the job allocation has some CpuBind configuration parameter and all other nodes in the job allocation either have the same or no CpuBind configuration parameter.",285,node,have,205,parameter,4,0,1,130,52,72,1,unknown,The sentence states that a node 'has' a CpuBind configuration parameter.,"The next highest priority binding will be the node-specific binding, if any node in the job allocation has some CpuBind configuration parameter.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
311,1600,doc_edd8,doc_edd8_sent_00017,"For example, a line like the following in the knl.conf file (NumaCpuBind=a2a=core;snc2=thread), will set a node's CpuBind field to ""core"" when booted into ""a2a"" (all to all) NUMA mode and to ""thread"" when booted into ""snc2 NUMA mode. Any NUMA mode not specified in the NumaCpuBind configuration file will result in no change to the node's CpuBind field.",2913,line,set,1224,field,3,0,1,10,10,9,1,sets,The sentence states that the line sets the value of a field.,"For example, a line like the following in the knl.conf file (NumaCpuBind=a2a=core;snc2=thread), will set a node's CpuBind field to 'core' when booted into 'a2a' NUMA",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
312,1603,doc_d41b,doc_d41b_sent_00013,SlurmDBD uses a Slurm authentication plugin (e.g. MUNGE).,919,slurmdbd,use,10573,slurm authentication plugin,3,0,1,63,35,45,1,uses,The sentence explicitly states that Slurmdbd uses a Slurm authentication plugin.,SlurmDBD uses a Slurm authentication plugin (e.g. MUNGE).,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
313,1604,doc_d41b,doc_d41b_sent_00014,SlurmDBD also uses an existing Slurm accounting storage plugin to maximize code reuse.,919,slurmdbd,use,106,plugin,3,0,1,63,35,45,1,uses,The sentence explicitly states that SlurmDBD 'uses' an existing plugin.,SlurmDBD also uses an existing Slurm accounting storage plugin to maximize code reuse.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
314,1614,doc_d41b,doc_d41b_sent_00081,"When modifying a TRES field with sacctmgr, one must specify which TRES to modify (see TRES for complete list) as in the following examples:
SET:
sacctmgr modify user bob set GrpTRES=cpu=1500,mem=200,gres/gpu=50
UNSET:
sacctmgr modify user bob set GrpTRES=cpu=-1,mem=-1,gres/gpu=-1
QOS specific limits and scheduling policies
As noted above, the default behavior is that a limit set on a Partition QOS will be applied before a limit on the job's requested QOS. You can change this behavior with the OverPartQOS flag.",5749,set,see,369,tre,3,0,1,7,6,6,1,reports,The sentence states that 'one must specify which TRES to modify' and 'as in the following examples' which implies that the'see' relation is a reporting relation.,"When modifying a TRES field with sacctmgr, one must specify which TRES to modify (see TRES for complete list)",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
315,1616,doc_d41b,doc_d41b_sent_00082,"Unless noted, if a job request breaches a given limit on its own, the job will pend unless the job's QOS has the DenyOnLimit flag set, which will cause the job to be denied at submission.",324,qos,have,5749,set,4,0,1,130,52,72,1,unknown,The sentence states that a job 'has' a QOS with the DenyOnLimit flag set.,"Unless noted, if a job request breaches a given limit on its own, the job will pend unless the job's QOS has the DenyOnLimit flag",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
316,1624,doc_d41b,doc_d41b_sent_00128,A setting of 0 would add no timed usage from the job.,860,setting,add,27,usage,3,0,1,17,9,15,1,sets,"The sentence states that a setting 'adds' a value, which can be interpreted as'sets'.",A setting of 0 would add no timed usage from the job.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
317,1627,doc_d41b,doc_d41b_sent_00134,"The MaxNodes and MaxTime options already exist in Slurm's configuration on a per-partition basis, but the above options provide the ability to impose limits on a per-user basis. The MaxJobs option provides an entirely new mechanism for Slurm to control the workload any individual may place on a cluster in order to achieve some balance between users.",150,option,provide,2762,mechanism,7,0,1,42,27,28,1,unknown,The sentence states that the options 'provide the ability to impose limits' and 'provides an entirely new mechanism'.,"The MaxNodes and MaxTime options already exist in Slurm's configuration on a per-partition basis, but the above options provide the ability to impose limits on",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
318,1628,doc_d41b,doc_d41b_sent_00136,"For example, if a QOS has a GrpTRES=cpu=20 limit defined and the QOS is assigned to two unique partitions, users will be limited to 20 CPUs for the QOS rather than being allowed 20 CPUs for each partition.",324,qos,have,64,limit,4,0,1,130,52,72,1,limits,"The sentence states that a QOS 'has a limit' defined, which implies a limiting relationship.","For example, if a QOS has a GrpTRES=cpu=20 limit defined and the QOS is assigned to two unique partitions, users will be limited to 20",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
319,1632,doc_d41b,doc_d41b_sent_00139,"Specific limits over GRES
When a GRES has a type associated with it and a limit is applied over this specific type (e.g. MaxTRESPerUser=gres/gpu:tesla=1) if a user requests a generic gres, the type's limit will not be enforced.",8674,gres,have,706,type,4,0,1,130,52,72,1,unknown,GRES has a type,"When a GRES has a type associated with it and a limit is applied over this specific type, if a user requests a generic gres,",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
320,1638,doc_8186,doc_8186_sent_00001,Slurm provides a REST API daemon named slurmrestd.,50,slurm,provide,1447,daemon,7,0,1,42,27,28,1,unknown,The sentence states that Slurm 'provides' a REST API daemon.,Slurm provides a REST API daemon named slurmrestd.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
321,1646,doc_8186,doc_8186_sent_00037,Any site wishing to expose Slurm REST API to the internet or outside of the cluster should at the very least use a proxy to wrap all communications with TLS v1.3 (or later).,199,site,use,6631,proxy,3,0,1,63,35,45,1,uses,The sentence states that a site'should use' a proxy for internet/outside communications with Slurm REST API.,Any site wishing to expose Slurm REST API to the internet or outside of the cluster should at the very least use a proxy to,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
322,1647,doc_8186,doc_8186_sent_00040,It is also suggested that sites use an authenticating proxy to handle all client authentication against the sites preferred Single Sign On (SSO) provider instead of Slurm scontrol generated tokens. This will prevent any unauthenticated client from connecting to slurmrestd.,199,site,use,7459,authenticating proxy,3,0,1,63,35,45,1,uses,"The sentence states that sites should use an authenticating proxy, which matches the relation 'use'.",It is also suggested that sites use an authenticating proxy to handle all client authentication against the sites preferred Single Sign On (SSO) provider instead,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
323,1648,doc_8186,doc_8186_sent_00048,Slurmrestd should be provided an invalid SLURM_JWT environment variable at startup to activate JWT authentication.,1410,slurmrestd,provide,79,variable,7,0,1,42,27,28,1,unknown,The sentence states that 'Slurmrestd should be provided an invalid SLURM_JWT environment variable'.,Slurmrestd should be provided an invalid SLURM_JWT environment variable at startup to activate JWT authentication.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
324,1652,doc_05b9,doc_05b9_sent_00007,"application/json
Responses
diagnostic results v0.0.43_openapi_diag_resp
default
diagnostic results v0.0.43_openapi_diag_resp
Up
get /slurm/v0.0.43/job/{job_id}get job info (slurmV0043GetJob)
Path parameters
job_id (required)
Path Parameter â Job ID default: null
Query parameters
update_time (optional)",65,default,get,4151,info,3,0,1,27,11,15,1,reads_from,The sentence 'get job info' implies that the application is reading information from the SLURM job.,get /slurm/v0.0.43/job/{job_id} - get job info (slurmV0043GetJob),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
325,1653,doc_05b9,doc_05b9_sent_00015,"application/json
Responses
node(s) information v0.0.43_openapi_nodes_resp
default
node(s) information v0.0.43_openapi_nodes_resp
Up
get /slurm/v0.0.43/partition/{partition_name}get partition info (slurmV0043GetPartition)
Path parameters
partition_name (required)
Path Parameter â Partition name default: null
Query parameters
update_time (optional)",65,default,get,4151,info,3,0,1,27,11,15,1,reads_from,The sentence 'get partition info' implies that the application is reading information from the SLURM partition.,get /slurm/v0.0.43/partition/{partition_name} - This command retrieves partition information from SLURM.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
326,1655,doc_05b9,doc_05b9_sent_00024,"application/json
Responses
reservation information v0.0.43_openapi_reservation_resp
default
reservation information v0.0.43_openapi_reservation_resp
Up
get /slurm/v0.0.43/sharesget fairshare info (slurmV0043GetShares)",275,information,get,4151,info,3,0,1,27,11,15,1,unknown,The sentence 'get /slurm/v0.0.43/sharesget fairshare info (slurmV0043GetShares)' implies that the application is requesting or retrieving information.,get /slurm/v0.0.43/sharesget fairshare info (slurmV0043GetShares),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
327,1656,doc_05b9,doc_05b9_sent_00042,"Query Parameter â default: null
Filter to only defaults (optional)
Query Parameter â default: null
Include the raw QOS or delta_qos (optional)",360,null,include,324,qos,7,0,1,52,24,24,1,unknown,The sentence mentions 'Include the raw QOS or delta_qos'. This implies that the subject 'Query Parameter' includes the object 'QOS'.,Include the raw QOS or delta_qos (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
328,1657,doc_05b9,doc_05b9_sent_00043,"Query Parameter â default: null
Include sub acct information (optional)",360,null,include,275,information,7,0,1,52,24,24,1,unknown,The sentence states that 'Include sub acct information' and that this information is an optional 'include'. This implies a relation of 'includes'.,Include sub acct information (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
329,1658,doc_05b9,doc_05b9_sent_00055,"Query Parameter â default: null
Filter to only defaults (optional)
Query Parameter â default: null
Include the raw QOS or delta_qos (optional)",360,null,include,324,qos,7,0,1,52,24,24,1,unknown,The sentence mentions 'Include the raw QOS or delta_qos'. This implies that the subject 'Query Parameter' includes the object 'QOS'.,Include the raw QOS or delta_qos (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
330,1659,doc_05b9,doc_05b9_sent_00056,"Query Parameter â default: null
Include sub acct information (optional)",360,null,include,275,information,7,0,1,52,24,24,1,unknown,The sentence states that 'Include sub acct information' and that this information is an optional 'include'. This implies a relation of 'includes'.,Include sub acct information (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
331,1661,doc_05b9,doc_05b9_sent_00074,"Query Parameter â Include usage default: null
Return type
v0.0.43_openapi_clusters_removed_resp
Example data
Content-Type: application/json
 ""deleted_clusters"" : [ ""deleted_clusters"", ""deleted_clusters"" ],
 ""error"" : ""error"",
 ""error"" : ""error"",
This API call produces the following media types according to the Accept request header; the media type will be conveyed by the Content-Type response header.",247,query parameter â,include,65,default,7,0,1,52,24,24,1,depends_on,The query parameter 'include' depends on the Accept request header in the API call,This API call produces the following media types according to the Accept request header,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
332,1665,doc_05b9,doc_05b9_sent_00082,"Query Parameter â include deleted associations default: null
WithAssociations (optional)
Query Parameter â query includes associations default: null
WithCoordinators (optional)
Query Parameter â query includes coordinators default: null
NoUsersAreCoords (optional)",976,query,include,65,default,7,0,1,52,24,24,1,unknown,The sentence states that 'query includes' the specified objects.,"Query Parameter — include deleted associations default: null
WithAssociations (optional)
Query Parameter — query includes coordinators default: null",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
333,1666,doc_05b9,doc_05b9_sent_00087,"Query Parameter â default: null
Filter to only defaults (optional)
Query Parameter â default: null
Include the raw QOS or delta_qos (optional)",360,null,include,324,qos,7,0,1,52,24,24,1,unknown,The sentence mentions 'Include the raw QOS or delta_qos'. This implies that the subject 'Query Parameter' includes the object 'QOS'.,Include the raw QOS or delta_qos (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
334,1667,doc_05b9,doc_05b9_sent_00088,"Query Parameter â default: null
Include sub acct information (optional)",360,null,include,275,information,7,0,1,52,24,24,1,unknown,The sentence states that 'Include sub acct information' and that this information is an optional 'include'. This implies a relation of 'includes'.,Include sub acct information (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
335,1668,doc_05b9,doc_05b9_sent_00101,"Query Parameter â default: null
Filter to only defaults (optional)
Query Parameter â default: null
Include the raw QOS or delta_qos (optional)",360,null,include,324,qos,7,0,1,52,24,24,1,unknown,The sentence mentions 'Include the raw QOS or delta_qos'. This implies that the subject 'Query Parameter' includes the object 'QOS'.,Include the raw QOS or delta_qos (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
336,1669,doc_05b9,doc_05b9_sent_00102,"Query Parameter â default: null
Include sub acct information (optional)",360,null,include,275,information,7,0,1,52,24,24,1,unknown,The sentence states that 'Include sub acct information' and that this information is an optional 'include'. This implies a relation of 'includes'.,Include sub acct information (optional),mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
