head_text,head_canonical_id,frequency,example_terms_json
tools,,6,"[""STUBL Slurm Tools UBiLities"", ""functional OCI bundle generation tools Slurm"", ""STUBL collection supplemental tools utility scripts Slurm"", ""User tools"", ""party tools"", ""Node names specifications NodeName Slurm tools""]"
procedure,4666,6,"[""procedure sufficient slurm"", ""Upgrade Procedure"", ""Setup procedure"", ""upgrade procedure"", ""setup procedure"", ""procedure sufficient Slurm""]"
slurmdtimeout,5449,6,"[""preferred slurmdtimeout"", ""configuration parameter slurmdtimeout"", ""slurmdtimeout second slurm controller wait slurmd"", ""preferred slurmdtimeout slurmctldtimeout"", ""slurmdtimeout slurmctldtimeout"", ""large cluster slurmdtimeout""]"
specialization,,6,"[""slurm.conf job core specialization count"", ""cgroup resource specialization"", ""resource specialization"", ""Resource Specialization"", ""slurm.conf core specialization"", ""cgroup Resource Specialization""]"
note,1173,6,"[""release note"", ""slurm automated fashion note"", ""note slurm"", ""slurmdbd note"", ""Note Slurm"", ""slurm openapi plugin release note""]"
session,5538,6,"[""Slurm forwarding limits session srun"", ""slurm forwarding limit session srun"", ""SELinux support Slurm session"", ""ssh session"", ""session pgid nss_slurm"", ""selinux support slurm session""]"
burst_buffer.lua,6323,6,"[""buffer option slurm_bb_job_process function burst_buffer.lua"", ""burst_buffer.lua function slurm_bb_pools"", ""functions burst_buffer.lua"", ""burst_buffer.lua function slurm_bb_pool"", ""function burst_buffer.lua"", ""buffer options slurm_bb_job_process function burst_buffer.lua""]"
pool,6383,6,"[""pool pool"", ""pool space"", ""pool space slurm"", ""DefaultPool"", ""pool space Slurm"", ""space pool""]"
acct_gather.conf,1942,6,"[""ProfileHDF5Default option acct_gather.conf"", ""EnergyIPMIFrequency acct_gather.conf"", ""profilehdf5default option acct_gather.conf"", ""acct_gather.conf file"", ""acct_gather.confSlurm configuration file acct_gather plugins"", ""energyipmifrequency acct_gather.conf""]"
owner,,6,"[""slurm_job_user user job owner"", ""slurm_job_uid user id job owner"", ""SLURM_JOB_GID Group ID job owner"", ""slurm_job_gid group id job owner"", ""SLURM_JOB_USER User job owner"", ""SLURM_JOB_UID User ID job owner""]"
accounts,,5,"[""invalid accounts"", ""users accounts"", ""unrelated accounts"", ""List accounts v0.0.43_openapi_accounts_resp"", ""accounts D""]"
comment,4169,5,"[""string arbitrary comment"", ""SLURM_JOB_COMMENT Comment"", ""String Arbitrary comment"", ""comment slurm.conf slurmctld node"", ""slurm_job_comment comment""]"
fini,,5,"[""init fini function"", ""slurm init slurm fini"", ""init fini functions"", ""system fini"", ""Slurm init Slurm fini""]"
permissions,,5,"[""special user permissions"", ""Slurm user special permissions"", ""slurmrestd service permissions parent directory"", ""SlurmUser appropriate permissions"", ""Permissions user""]"
bind,1106,5,"[""CpuBind"", ""node CpuBind"", ""cpu bind"", ""slurm cpu bind flag user"", ""Slurm --cpu bind flag users""]"
ids,,5,"[""cpu ids"", ""CPU ids"", ""numerical JobIds"", ""task ids"", ""strings JobIds""]"
utility,,5,"[""STUBL collection supplemental tools utility scripts Slurm"", ""Slurm database sacctmgr utility"", ""stubl collection supplemental tool utility script slurm"", ""slurm database sacctmgr utility"", ""extension slurm utility""]"
subscribe,,5,"[""OverSubscribe"", ""Nodes OverSubscribe MaxNodes"", ""Slurm OverSubscribe option"", ""jobs OverSubscribe"", ""partition OverSubscribe""]"
info,4151,5,"[""slurmctlddebug default info"", ""SlurmdDebug default info"", ""SlurmctldDebug default info"", ""slurmddebug default info"", ""AuthInfo SlurmDBD second MUNGE daemon""]"
reconfigure,,5,"[""scontrol reconfigure"", ""reconfigure slurm daemon node"", ""run scontrol reconfigure"", ""Run scontrol reconfigure"", ""Reconfigure Slurm daemons nodes""]"
reservations,,5,"[""Magnetic reservations"", ""partitions reservations"", ""resource reservations compatible Slurm gang scheduler"", ""SlurmUser access reservations"", ""Advanced Reservations""]"
definition,,5,"[""node definition slurm.conf"", ""parameter partition definition"", ""information node definition"", ""layer definition"", ""parameters partition definition""]"
â,,4,"[""Body Parameter â"", ""Query Parameter â"", ""body parameter â"", ""query parameter â""]"
description,622,4,"[""reservation description v0.0.43_openapi_reservation_mod_resp"", ""Step 3slurm.conf parameterPossible valuesDescription"", ""Step 1slurm.conf parameterPossible valuesDescription"", ""parameterPossible valuesDescription""]"
v0.0.43_openapi_slurmdbd_qos_resp,,4,"[""QOS information v0.0.43_openapi_slurmdbd_qos_resp"", ""List QOS v0.0.43_openapi_slurmdbd_qos_resp"", ""list qos v0.0.43_openapi_slurmdbd_qos_resp"", ""qos information v0.0.43_openapi_slurmdbd_qos_resp""]"
scrun,,4,"[""slurm scrun"", ""present node scrun"", ""scrunAn OCI runtime proxy slurm"", ""Slurm scrun""]"
requirement,1041,4,"[""jobs memory requirement"", ""resource requirement"", ""job memory requirement"", ""memory requirement""]"
linear,,4,"[""SelectTypeselect linear"", ""selecttypeselect linear"", ""select linear plugin"", ""select linear""]"
community,,4,"[""slurm system administrator discussion community"", ""discussion Slurm community"", ""discussion slurm community"", ""Slurm system administrators discussion community""]"
slurm_acct_db,4162,4,"[""drop database slurm_acct_db"", ""database default database slurm_acct_db"", ""database slurm_acct_db"", ""databases default database slurm_acct_db""]"
label,1281,4,"[""job mcs label"", ""mcs label"", ""job MCS label"", ""MCS label""]"
entry,1923,4,"[""slurmctldhost entry"", ""Duplicate entry"", ""account entry pam_slurm_adopt"", ""duplicate entry""]"
repository,,4,"[""EPEL Repository"", ""epel repository"", ""slurm package repository"", ""Slurm packages repository""]"
guide,1498,4,"[""slurm federated scheduling guide"", ""slurm resource reservation guide"", ""Slurm Resource Reservation Guide"", ""Slurm Federated Scheduling Guide""]"
hosts,,4,"[""multiple slurmctld hosts"", ""slurmdbd slurmd submit hosts"", ""slurm.conf hosts"", ""control hosts SlurmctldHost users groups resolvable hosts""]"
scripts,,4,"[""epilog scripts"", ""STUBL collection supplemental tools utility scripts Slurm"", ""Prolog Epilog PrologSlurmctld EpilogSlurmctld scripts"", ""Sample Lua scripts""]"
generator,,4,"[""openapi client generator slurm"", ""Slurm JWT generator"", ""configuration generator"", ""slurm jwt generator""]"
oas,10438,4,"[""openapi specification oas"", ""slurm oas"", ""slurmrestd oas form documentation bearing"", ""generate oas""]"
overcommitment,,4,"[""cpu task overcommitment"", ""tasks overcommitment"", ""task overcommitment"", ""CPUs task overcommitment""]"
traffic,,4,"[""ipv4 traffic"", ""optional support tls encryption slurm rpc traffic"", ""Optional support TLS encryption Slurm RPC traffic"", ""IPv4 traffic""]"
read,,4,"[""extended information slurm internal cgroup plugin read"", ""extended information Slurm internal Cgroup plugin read"", ""megabyte read"", ""Megabytes Read""]"
variables,,3,"[""Slurm environment variables"", ""SLURMSTEPD_OOM_ADJ environment variables"", ""environment variables""]"
processors,,3,"[""c0 c1 processors"", ""tasks specific processors"", ""logical processors""]"
bitmap,,3,"[""active bitmap"", ""partition active bitmap"", ""slurmctld daemon bitmap""]"
slurm_array_task_id,4560,3,"[""slurm_array_job_id slurm_array_task_id"", ""result task low slurm_job_id high slurm_array_task_id"", ""job job array environment variable slurm_array_task_id""]"
clients,,3,"[""slurmrestd web clients"", ""proxy slurmrestd clients"", ""Slurm job submission clients""]"
updates,,3,"[""Major Slurm updates"", ""Slurm packages automatic updates"", ""node information major Slurm updates""]"
statesave,,3,"[""slurm slurm /var spool slurm statesave"", ""spool slurm statesave"", ""slurm slurm var spool slurm statesave""]"
hbm,,3,"[""Slurm GRES hbm"", ""memory slurm generic resource gre option hbm"", ""slurm gre hbm""]"
opa2slurm,,3,"[""Omni Path OPA switch opa2slurm"", ""https: gitlab.com jtfrey opa2slurm"", ""omni path opa switch opa2slurm""]"
valuesdescription,,3,"[""parameterpossible valuesdescription"", ""step 3slurm.conf parameterpossible valuesdescription"", ""step 1slurm.conf parameterpossible valuesdescription""]"
ipv,10986,3,"[""enableipv6 communicationparameter slurm.conf ipv"", ""enableipv6 communicationparameter slurmdbd.conf ipv"", ""slurmd daemon communication ipv""]"
