canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at
figure,,[],[],[929],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsfinstall,,"[""lsfinstall command"", ""lsfinstall script""]",[],"[932, 1423]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
microsoft window directory,,"[""Microsoft Windows directory structure""]",[],[933],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new window,,"[""new Windows installation""]",[],[934],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf.conf,file,"[""lsf.conf file""]",[],"[937, 950]",32,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb_confdir,config,"[""LSB_CONFDIR"", ""LSB_CONFDIR Batch system configuration directory""]","[""LSB_CONFDIR""]","[939, 967]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cluster_name,,[],[],[940],5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
configdir,,[],[],[941],9,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.queue,,"[""lsb.queues"", ""lsb.queues file""]",[],"[942, 1382]",13,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
primary lsf,,"[""primary LSF administrator""]",[],[944],10,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
other global,,"[""other global configuration""]",[],[949],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_envdir,config,"[""LSF_ENVDIR"", ""LSF_ENVDIR environment variable"", ""LSF_ENVDIR parameter"", ""LSF_ENVDIR variable""]","[""LSF_ENVDIR""]","[951, 952, 953, 1161]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
/etc,,"[""/etc directory""]",[],"[954, 1501]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
define,,"[""Defines""]",[],[955],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
model,,"[""model name"", ""models""]",[],"[957, 1889]",11,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
dictionary,,[],[],[958],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
keyword,,"[""keyword Begin"", ""keywords""]",[],"[959, 1878]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
own,,"[""own .cshrc"", ""own ELIM"", ""own jobs"", ""own keywords""]",[],"[960, 1305, 1375, 1596]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
directory description,,"[""Directory Description Example""]",[],[964],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf/cluster,,[],[],[966],7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb_sharedirjob history,,"[""LSB_SHAREDIRJob history directory""]",[],[968],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_logdir,config,"[""LSF_LOGDIR"", ""LSF_LOGDIR Server daemon error logs"", ""LSF_LOGDIR parameter""]","[""LSF_LOGDIR""]","[969, 1020, 1034]",8,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
usr,,[],[],[970],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
log/,,"[""log/ mbatchd.log.hosta"", ""log/ pim.log.hosta""]",[],"[971, 1026, 1032]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf/cluste,,[],[],[974],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsbatch,,"[""lsbatch system""]",[],"[975, 1758]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
clu,,"[""clus""]",[],[976],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ter,,[],[],[977],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.ho,,[],[],[978],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
module,,"[""modules""]",[],[981],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
scheduler,,[],[],[982],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
resource broker,,"[""resource broker modules""]",[],[983],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
default scheduler,,"[""default scheduler plug""]",[],[984],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
schmod_default./usr,,[],[],[985],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.m,,[],[],[986],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
odule,,"[""odules""]",[],[987],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.pa,,[],[],[990],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ram,,"[""rams""]",[],[991],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
job queue,,"[""Job queue definitions""]",[],[992],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.qu,,[],[],[993],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
eue,,"[""eues""]",[],[994],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
export,,"[""exports""]",[],[995],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
resource usage,,"[""resource usage limits""]",[],[996],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.re,,[],[],[997],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
source,,"[""source code"", ""source command"", ""sources""]",[],"[998, 1079, 1358]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hierarchical fair,,"[""hierarchical fair share""]",[],[1000],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
job slot,,"[""job slot limits""]",[],[1002],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.u,,"[""lsb.us""]",[],[1005],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
common,,"[""common application"", ""common parameters""]",[],"[1007, 1532]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
default application,,"[""default application profile"", ""default application profile./usr""]",[],"[1009, 1010]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.ap,,[],[],[1011],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
plicaton,,"[""plicatons""]",[],[1012],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
batch event,,"[""Batch events log""]",[],[1013],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
logdir,,"[""logdir directory""]",[],"[1014, 1965]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.event,,"[""lsb.events"", ""lsb.events file""]",[],"[1015, 1099]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb.acct,,[],[],[1017],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
load information,,"[""Load information manager""]",[],[1021],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lim.log.hosta,,[],[],[1022],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
remote execution,,"[""Remote execution server"", ""remote execution permission""]",[],"[1023, 1925]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
res.log.hosta,,[],[],[1024],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
management,,"[""Management"", ""management host""]",[],"[1025, 1091]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
mbschd.log.hosta,,[],[],[1027],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
server batch,,"[""Server batch daemon""]",[],[1028],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sbatchd.log.hosta,,[],[],[1030],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
process information,,"[""process information manager""]",[],[1031],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
/tmp,,[],[],[1037],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new ibm ® spectrum lsf,,"[""new IBM ® Spectrum LSF cluster""]",[],[1038],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
use lsf,,"[""Use LSF administration"", ""Use LSF commands""]",[],"[1039, 1258]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsadmin,,"[""lsadmin ckconfig"", ""lsadmin command"", ""lsadmin reconfig""]",[],"[1040, 1057, 1598, 1623]",19,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin,,"[""badmin command"", ""badmin qact"", ""badmin reconfig"", ""badmin reconfigcommand""]",[],"[1041, 1059, 1599, 1978, 2058]",21,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsrun,,"[""lsrun commands""]",[],"[1046, 1242]",9,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bjob,,"[""bjobs"", ""bjobs -u"", ""bjobs command"", ""bjobs displays""]",[],"[1047, 1254, 1490, 2008]",10,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
control job,,"[""Control job execution""]",[],[1048],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bresume,,"[""bresume command""]",[],"[1049, 1306]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf.sudoer,,"[""lsf.sudoers"", ""lsf.sudoers file""]",[],"[1051, 1496]",15,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
software,,"[""software licenses"", ""software products""]",[],"[1052, 1362, 1528]",9,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
only lsf,,"[""Only LSF administrators""]",[],[1055],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
operation,,"[""operation permission""]",[],"[1058, 1930]",12,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
non-root,,"[""non-root user""]",[],[1060],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
multi-user,,"[""Multi-user configuration"", ""multi-user cluster""]",[],"[1061, 1063]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ownership,,[],[],[1065],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmincommand,,"[""badmincommands""]",[],[1066],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
troubleshooting lsf,,"[""Troubleshooting LSF problems""]",[],[1067],9,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
configure lsf,,"[""Configure LSF Startup"", ""Configure LSF daemons""]",[],"[1068, 1497]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
system kernel,,"[""system kernel information""]",[],[1069],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
/dev,,[],[],[1070],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
kmem,,[],[],[1071],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cshrc.lsf,,[],[],[1074],6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
shell environment,,"[""shell environment files""]",[],[1076],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
csh,,[],[],[1077],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
tcsh,,"[""tcsh shell""]",[],[1078],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
%,,"[""% J"", ""% bjobs"", ""% lsgrun"", ""% lsload"", ""% lsrun"", ""% source""]",[],"[1080, 1164, 1286, 1293, 1319, 1324]",8,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ksh,,[],[],[1081],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bash,,"[""bash shell""]",[],[1082],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
profile.lsf,,[],[],[1083],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
#,,"[""# Resource"", ""# bctrld"", ""# cd"", ""# lsfrestart""]",[],"[1086, 1413, 1526, 1590]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sbd,,[],[],[1087],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
exchange initialization,,"[""Exchange initialization information""]",[],[1092],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
reload modified lsf configuration,,"[""Reload modified LSF configuration files""]",[],[1093],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
restart,,"[""restart LSF"", ""restart lim"", ""restart mbatchd"", ""restart request""]",[],"[1094, 1097, 1597, 1936]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
# lsadmin,,"[""# lsadmin reconfig""]",[],[1095],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
reload modified lsf batch configuration,,"[""Reload modified LSF batch configuration files""]",[],[1096],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
# badmin,,"[""# badmin mbdrestart""]",[],[1098],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lot,,[],[],[1100],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
example command,,"[""Example command output""]",[],[1101],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
section,,"[""Section name"", ""section cluster"", ""section resource""]",[],"[1102, 1876, 1882, 1892]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsload,,"[""lsload commands""]",[],"[1111, 1600]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsid,,"[""lsid command"", ""lsid file""]",[],"[1112, 1645]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current load,,"[""current load levels""]",[],[1113],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin command,,"[""badmin command controls""]",[],[1115],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
batch system,,"[""batch system daemon"", ""batch system status""]",[],"[1117, 1211]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bhost,,"[""bhosts""]",[],[1118],5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bqueue,,"[""bqueues command""]",[],[1119],5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
related,,"[""Related concepts""]",[],[1121],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
check cluster,,"[""Check cluster configuration""]",[],[1122],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsadmin ckconfig,,"[""lsadmin ckconfig -v"", ""lsadmin ckconfig command""]",[],"[1123, 1125]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
% lsadmin ckconfig,,"[""% lsadmin ckconfig -v""]",[],[1127],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego,,"[""EGO"", ""EGO command messages"", ""EGO consumer tree"", ""EGO daemons"", ""EGO resource group"", ""EGO users""]","[""EGO""]","[1128, 1992, 2015, 2046, 2047, 2048]",10,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
jul,,"[""Jul""]",[],[1129],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
copyright international business machine,,"[""Copyright International Business Machines Corp.""]",[],[1130],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
us,,"[""US Government Users""]",[],[1131],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
duplication,,[],[],[1132],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
disclosure,,[],[],[1133],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
gsa,,"[""GSA ADP Schedule Contract""]",[],[1134],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
/opt,,[],[],[1137],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
aug,,"[""Aug""]",[],[1138],8,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
advanced workload execution,,"[""advanced workload execution mode""]",[],[1139],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
master,,"[""Master LIM"", ""master name""]",[],"[1140, 1159]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego_disable_unresolvable_host,,"[""EGO_DISABLE_UNRESOLVABLE_HOST mode""]",[],[1141],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf/10.,,[],[],[1142],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
linux2.,,[],[],[1143],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
glibc2.3-x86_,,[],[],[1144],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
3.6.,,[],[],[1146],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
product entitlement,,"[""product entitlement version""]",[],[1147],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
last,,"[""Last message""]",[],[1148],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego_audit_max_size,config,"[""EGO_AUDIT_MAX_SIZE""]","[""EGO_AUDIT_MAX_SIZE""]",[1149],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego_audit_max_rotate,config,"[""EGO_AUDIT_MAX_ROTATE""]","[""EGO_AUDIT_MAX_ROTATE""]",[1150],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
recheckcla,,"[""reCheckClass""]",[],[1152],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
exchintvl,,"[""exchIntvl""]",[],[1153],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
3.6.0 checking,,"[""3.6.0 Checking Done""]",[],[1154],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
common configuration,,"[""common configuration errors""]",[],[1155],6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current lsf version,,"[""current LSF version number""]",[],[1156],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current lsf management,,"[""current LSF management host""]",[],[1157],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf.conf file,,"[""lsf.conf file message""]",[],[1160],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
normal,,"[""Normal status""]",[],[1163],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
statu r15 r1 m r15 m,,"[""status r15s r1 m r15 m ut""]",[],[1165],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
tmp swp,,"[""tmp swp mem""]",[],[1166],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hosta,,"[""hosta hostname"", ""hosta ok""]",[],"[1167, 1206, 1320]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostc,,"[""hostc ok""]",[],"[1168, 1208]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostv,,[],[],[1169],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
busy,,"[""busy bhosts"", ""busy status""]",[],"[1170, 2007]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
asterisk,,[],[],[1171],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
mark load,,"[""marks load indexes""]",[],[1172],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
minus,,"[""minus sign""]",[],[1174],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
front,,[],[],[1175],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
getentitlementinfo,,[],[],[1178],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
other useful,,"[""Other useful commands""]",[],[1179],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bparam,,"[""bparams command""]",[],[1180],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bhist,,"[""bhist command""]",[],[1182],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
historical,,"[""historical information""]",[],[1183],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
badmin ckconfig,,"[""badmin ckconfig -v"", ""badmin ckconfig command""]",[],"[1184, 1186]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
% badmin ckconfig,,"[""% badmin ckconfig -v""]",[],[1189],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
dec,,"[""Dec""]",[],[1190],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
minit,,[],[],[1191],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
checking,,"[""Checking""]",[],[1193],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
total,,"[""Total Cores"", ""Total Processors"", ""Total Threads"", ""Total number""]",[],"[1201, 1789, 1790, 1791]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
reserved job,,"[""reserved job slots""]",[],[1202],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
u,,"[""U JL"", ""U MAX NJOBS RUN SSUSP USUSP""]",[],"[1204, 1217]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
rsv,,"[""RSV""]","[""RSV""]",[1205],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostb,,"[""hostb hostc"", ""hostb ok""]",[],"[1207, 1325, 1326]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostd,,"[""hostd ok""]",[],"[1209, 1432]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
common lsf,,"[""common LSF problems""]",[],[1212],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
different scheduling,,"[""different scheduling policies""]",[],[1215],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
prio,,"[""PRIO NICE STATUS MAX JL"", ""PRIO STATUS MAX JL""]",[],"[1216, 1230]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
p,,"[""P JL""]",[],[1218],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
h,,"[""H NJOBS PEND RUN SSUSP USUSP"", ""H NJOBS PEND RUN SUSP""]",[],"[1219, 1231]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
owner,,"[""owners""]",[],[1220],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
priority,,[],[],[1222],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
night,,"[""night idle"", ""night queue""]",[],"[1223, 1486, 1487]",5,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
inact,,"[""Inact""]",[],[1224],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
license,,"[""license availability"", ""license maximization"", ""license resources""]",[],"[1225, 1346, 1370, 1555]",23,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
detailed queue,,"[""detailed queue information""]",[],[1226],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bqueue -l,,"[""bqueues -l command""]",[],[1227],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
normal low priority,,"[""normal low priority jobs""]",[],[1228],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
r15,,"[""r15s""]",[],[1233],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
r1 m,,"[""r1 m r""]",[],[1234],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ut pg,,"[""ut pg io""]",[],[1235],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
swp,,"[""swp mem""]",[],[1236],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
fairshare,,"[""FAIRSHARE NO_INTERACTIVE""]",[],[1238],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
kind,,"[""kinds""]",[],[1239],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
scheduling threshold,,"[""Scheduling threshold values""]",[],[1240],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
loadstop,,"[""loadStop""]",[],[1241],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
basic,,"[""basic commands""]",[],[1243],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
good available,,"[""best available host""]",[],[1246],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current system load,,"[""current system load information""]",[],[1247],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
executable,,"[""executable applications"", ""executable file"", ""executable program""]",[],"[1250, 1333, 1579]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bstop,,"[""bstop command""]",[],"[1259, 1301]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
resume,,[],[],[1260],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsgrun,,"[""lsgrun command""]",[],"[1261, 1264]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current local,,"[""current local host""]",[],[1262],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
appropriate host,,"[""appropriate host type""]",[],[1263],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
submit batch,,"[""Submit batch jobs""]",[],[1268],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sleep,,"[""sleep job""]",[],"[1269, 1298]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
% bsub,,"[""% bsub sleep""]",[],[1270],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
unique job,,"[""unique job ID""]",[],[1271],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
wide,,"[""wide range""]",[],[1272],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
job command,,"[""job command sleep""]",[],[1274],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
short,,"[""short sleep"", ""shorter name""]",[],"[1275, 1276, 1894]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
email,,[],[],[1277],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
standard,,"[""standard error"", ""standard output""]",[],"[1279, 1280]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
home,,"[""home directory""]",[],[1282],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
output.%j,,"[""output.%J""]",[],[1283],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
errors.%j ls,,"[""errors.%J ls -l""]",[],[1284],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
% j,,"[""% J variable""]",[],[1285],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
find job,,"[""find job output""]",[],[1287],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
batch interactive,,"[""batch interactive job""]",[],[1289],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bsub -ip,,"[""bsub -Ip option""]",[],[1290],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
pseudo-terminal,,[],[],[1291],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
shell mode,,"[""shell mode support""]",[],[1292],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
jobid,,"[""JOBID USER STAT QUEUE"", ""jobId""]",[],"[1294, 1943]",7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
submit_time,config,"[""SUBMIT_TIME""]","[""SUBMIT_TIME""]",[1295],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
user1 run normal hosta hostb,,"[""user1 RUN normal hosta hostb sleep""]",[],[1296],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
jun,,"[""Jun""]",[],[1297],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
stat,,"[""STAT column""]",[],[1300],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
