edge_id,child_lemma,parent_lemma,child_term,parent_term,doc_id,chunk_id,confidence,evidence_json,raw_json
85,slurm's gres.conf,gres.conf,Slurm's gres.conf,gres.conf,doc_b2f9,doc_b2f9_chunk_0010,0.95,"{""child_lemma"": ""slurm's gres.conf"", ""parent_lemma"": ""gres.conf"", ""reason"": ""Slurm's gres.conf is a specific configuration file for GRES resources."", ""confidence"": 0.95, ""raw_item"": {""child"": ""slurm's gres.conf"", ""parent"": ""gres.conf"", ""confidence"": 0.95, ""reason"": ""Slurm's gres.conf is a specific configuration file for GRES resources.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""gres/mps"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""GRES/MPS is a specific type of GRES resource.""
    },
    {
      ""child"": ""gres/gpu"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""GRES/GPU is a specific type of GRES resource.""
    },
    {
      ""child"": ""slurm's gres.conf"",
      ""parent"": ""gres.conf"",
      ""confidence"": 0.95,
      ""reason"": ""Slurm's gres.conf is a specific configuration file for GRES resources.""
    },
    {
      ""child"": ""prolog"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""Prolog is a specific other HPC tool used for starting and stopping MPS servers.""
    }
  ]
}"
86,shard,gres,shard,GRES,doc_b2f9,doc_b2f9_chunk_0015,0.9,"{""child_lemma"": ""shard"", ""parent_lemma"": ""gres"", ""reason"": ""Shard is a type of GRES resource."", ""confidence"": 0.9, ""raw_item"": {""child"": ""shard"", ""parent"": ""gres"", ""confidence"": 0.9, ""reason"": ""Shard is a type of GRES resource.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""shard"",
      ""parent"": ""gres"",
      ""confidence"": 0.9,
      ""reason"": ""Shard is a type of GRES resource.""
    },
    {
      ""child"": ""opt_multiple_sharing_gres_pj"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""OPT_MULTIPLE_SHARING_GRES_PJ is a specific configuration parameter.""
    },
    {
      ""child"": ""gres.conf"",
      ""parent"": ""config_file"",
      ""confidence"": 0.9,
      ""reason"": ""gres.conf is a specific configuration file for GRES resources.""
    },
    {
      ""child"": ""slurm.conf"",
      ""parent"": ""config_file"",
      ""confidence"": 0.9,
      ""reason"": ""slurm.conf is a configuration file for Slurm.""
    }
  ]
}"
87,hipri,partition,hipri,PARTITION,doc_c8a9,doc_c8a9_chunk_0011,0.9,"{""child_lemma"": ""hipri"", ""parent_lemma"": ""partition"", ""reason"": ""The 'hipri' queue or partition is a specific type of partition."", ""confidence"": 0.9, ""raw_item"": {""child"": ""hipri"", ""parent"": ""partition"", ""confidence"": 0.9, ""reason"": ""The 'hipri' queue or partition is a specific type of partition.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""hipri"",
      ""parent"": ""partition"",
      ""confidence"": 0.9,
      ""reason"": ""The 'hipri' queue or partition is a specific type of partition.""
    }
  ]
}"
88,priorityweighttres,tres,PriorityWeightTRES,TRES,doc_cc8b,doc_cc8b_chunk_0003,0.9,"{""child_lemma"": ""priorityweighttres"", ""parent_lemma"": ""tres"", ""reason"": ""PriorityWeightTRES is a configuration parameter that defines TRES types with specific values."", ""confidence"": 0.9, ""raw_item"": {""child"": ""priorityweighttres"", ""parent"": ""tres"", ""confidence"": 0.9, ""reason"": ""PriorityWeightTRES is a configuration parameter that defines TRES types with specific values.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""priorityweighttres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""PriorityWeightTRES is a configuration parameter that defines TRES types with specific values.""
    },
    {
      ""child"": ""tresbillingweights"",
      ""parent"": ""priorityweighttres"",
      ""confidence"": 0.9,
      ""reason"": ""TRESBillingWeights is a configuration of billing weights for each TRES type within a PriorityWeightTRES.""
    },
    {
      ""child"": ""accountingstoragetres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""AccountingStorageTRES is a configuration parameter that specifies TRES types for accounting purposes.""
    }
  ]
}"
89,tresbillingweights,priorityweighttres,TRESBillingWeights,PriorityWeightTRES,doc_cc8b,doc_cc8b_chunk_0003,0.9,"{""child_lemma"": ""tresbillingweights"", ""parent_lemma"": ""priorityweighttres"", ""reason"": ""TRESBillingWeights is a configuration of billing weights for each TRES type within a PriorityWeightTRES."", ""confidence"": 0.9, ""raw_item"": {""child"": ""tresbillingweights"", ""parent"": ""priorityweighttres"", ""confidence"": 0.9, ""reason"": ""TRESBillingWeights is a configuration of billing weights for each TRES type within a PriorityWeightTRES.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""priorityweighttres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""PriorityWeightTRES is a configuration parameter that defines TRES types with specific values.""
    },
    {
      ""child"": ""tresbillingweights"",
      ""parent"": ""priorityweighttres"",
      ""confidence"": 0.9,
      ""reason"": ""TRESBillingWeights is a configuration of billing weights for each TRES type within a PriorityWeightTRES.""
    },
    {
      ""child"": ""accountingstoragetres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""AccountingStorageTRES is a configuration parameter that specifies TRES types for accounting purposes.""
    }
  ]
}"
90,accountingstoragetres,tres,AccountingStorageTRES,TRES,doc_cc8b,doc_cc8b_chunk_0003,0.9,"{""child_lemma"": ""accountingstoragetres"", ""parent_lemma"": ""tres"", ""reason"": ""AccountingStorageTRES is a configuration parameter that specifies TRES types for accounting purposes."", ""confidence"": 0.9, ""raw_item"": {""child"": ""accountingstoragetres"", ""parent"": ""tres"", ""confidence"": 0.9, ""reason"": ""AccountingStorageTRES is a configuration parameter that specifies TRES types for accounting purposes.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""priorityweighttres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""PriorityWeightTRES is a configuration parameter that defines TRES types with specific values.""
    },
    {
      ""child"": ""tresbillingweights"",
      ""parent"": ""priorityweighttres"",
      ""confidence"": 0.9,
      ""reason"": ""TRESBillingWeights is a configuration of billing weights for each TRES type within a PriorityWeightTRES.""
    },
    {
      ""child"": ""accountingstoragetres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""AccountingStorageTRES is a configuration parameter that specifies TRES types for accounting purposes.""
    }
  ]
}"
91,billing tres,tres,Billing TRES,TRES,doc_cc8b,doc_cc8b_chunk_0005,0.9,"{""child_lemma"": ""billing tres"", ""parent_lemma"": ""tres"", ""reason"": ""Billing TRES is a specific type of TRES with defined weights."", ""confidence"": 0.9, ""raw_item"": {""child"": ""billing tres"", ""parent"": ""tres"", ""confidence"": 0.9, ""reason"": ""Billing TRES is a specific type of TRES with defined weights.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""billing tres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""Billing TRES is a specific type of TRES with defined weights.""
    },
    {
      ""child"": ""tres types"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""TRES types are specific configurations of TRES resources.""
    },
    {
      ""child"": ""tresbillingweights"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""TRESBillingWeights is a configuration parameter specific to Billing TRES.""
    }
  ]
}"
92,tres types,tres,TRES types,TRES,doc_cc8b,doc_cc8b_chunk_0005,0.9,"{""child_lemma"": ""tres types"", ""parent_lemma"": ""tres"", ""reason"": ""TRES types are specific configurations of TRES resources."", ""confidence"": 0.9, ""raw_item"": {""child"": ""tres types"", ""parent"": ""tres"", ""confidence"": 0.9, ""reason"": ""TRES types are specific configurations of TRES resources.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""billing tres"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""Billing TRES is a specific type of TRES with defined weights.""
    },
    {
      ""child"": ""tres types"",
      ""parent"": ""tres"",
      ""confidence"": 0.9,
      ""reason"": ""TRES types are specific configurations of TRES resources.""
    },
    {
      ""child"": ""tresbillingweights"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""TRESBillingWeights is a configuration parameter specific to Billing TRES.""
    }
  ]
}"
93,login node,submit host,login node,submit host,doc_ce7f,doc_ce7f_chunk_0007,0.9,"{""child_lemma"": ""login node"", ""parent_lemma"": ""submit host"", ""reason"": ""A login node is a specific type of submit host used for accessing a cluster."", ""confidence"": 0.9, ""raw_item"": {""child"": ""login node"", ""parent"": ""submit host"", ""confidence"": 0.9, ""reason"": ""A login node is a specific type of submit host used for accessing a cluster.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""login node"",
      ""parent"": ""submit host"",
      ""confidence"": 0.9,
      ""reason"": ""A login node is a specific type of submit host used for accessing a cluster.""
    },
    {
      ""child"": ""slurmdbd"",
      ""parent"": ""scheduler"",
      ""confidence"": 0.9,
      ""reason"": ""slurmdbd is a specific type of Slurm daemon responsible for managing the database.""
    },
    {
      ""child"": ""slurmrestd daemon"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""slurmrestd daemon is a specific tool used for interacting with the Slurm cluster via REST API.""
    }
  ]
}"
94,oas changes,oas,OAS changes,OAS,doc_d199,doc_d199_chunk_0005,0.9,"{""child_lemma"": ""oas changes"", ""parent_lemma"": ""oas"", ""reason"": ""OAS changes is a specific type of OAS that refers to modifications made to the OpenAPI Specification."", ""confidence"": 0.9, ""raw_item"": {""child"": ""oas changes"", ""parent"": ""oas"", ""confidence"": 0.9, ""reason"": ""OAS changes is a specific type of OAS that refers to modifications made to the OpenAPI Specification.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""oas changes"",
      ""parent"": ""oas"",
      ""confidence"": 0.9,
      ""reason"": ""OAS changes is a specific type of OAS that refers to modifications made to the OpenAPI Specification.""
    }
  ]
}"
95,user association limits,account limits,user association limits,account limits,doc_d41b,doc_d41b_chunk_0004,0.9,"{""child_lemma"": ""user association limits"", ""parent_lemma"": ""account limits"", ""reason"": ""User association limits are a specific type of account limits."", ""confidence"": 0.9, ""raw_item"": {""child"": ""user association limits"", ""parent"": ""account limits"", ""confidence"": 0.9, ""reason"": ""User association limits are a specific type of account limits.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""user association limits"",
      ""parent"": ""account limits"",
      ""confidence"": 0.9,
      ""reason"": ""User association limits are a specific type of account limits.""
    },
    {
      ""child"": ""cluster limits"",
      ""parent"": ""limits"",
      ""confidence"": 0.9,
      ""reason"": ""Cluster limits are a specific type of general limits.""
    },
    {
      ""child"": ""scheduling policies (association specific)"",
      ""parent"": ""scheduling policies"",
      ""confidence"": 0.9,
      ""reason"": ""Scheduling policies for Associations are a specific type of scheduling policies.""
    },
    {
      ""child"": ""partition records"",
      ""parent"": ""queue_or_partition"",
      ""confidence"": 0.95,
      ""reason"": ""Partition records are a specific type of queue or partition.""
    }
  ]
}"
96,cluster limits,limits,cluster limits,limits,doc_d41b,doc_d41b_chunk_0004,0.9,"{""child_lemma"": ""cluster limits"", ""parent_lemma"": ""limits"", ""reason"": ""Cluster limits are a specific type of general limits."", ""confidence"": 0.9, ""raw_item"": {""child"": ""cluster limits"", ""parent"": ""limits"", ""confidence"": 0.9, ""reason"": ""Cluster limits are a specific type of general limits.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""user association limits"",
      ""parent"": ""account limits"",
      ""confidence"": 0.9,
      ""reason"": ""User association limits are a specific type of account limits.""
    },
    {
      ""child"": ""cluster limits"",
      ""parent"": ""limits"",
      ""confidence"": 0.9,
      ""reason"": ""Cluster limits are a specific type of general limits.""
    },
    {
      ""child"": ""scheduling policies (association specific)"",
      ""parent"": ""scheduling policies"",
      ""confidence"": 0.9,
      ""reason"": ""Scheduling policies for Associations are a specific type of scheduling policies.""
    },
    {
      ""child"": ""partition records"",
      ""parent"": ""queue_or_partition"",
      ""confidence"": 0.95,
      ""reason"": ""Partition records are a specific type of queue or partition.""
    }
  ]
}"
97,slurm and kubernetes,integration,Slurm and Kubernetes,integration,doc_e2d8,doc_e2d8_chunk_0001,0.9,"{""child_lemma"": ""slurm and kubernetes"", ""parent_lemma"": ""integration"", ""reason"": ""Slurm and Kubernetes are being integrated to achieve a unified cluster."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurm and kubernetes"", ""parent"": ""integration"", ""confidence"": 0.9, ""reason"": ""Slurm and Kubernetes are being integrated to achieve a unified cluster.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurm and kubernetes"",
      ""parent"": ""integration"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm and Kubernetes are being integrated to achieve a unified cluster.""
    }
  ]
}"
98,energyipmifrequency,freq,EnergyIPMIFrequency,freq,doc_e541,doc_e541_chunk_0007,0.9,"{""child_lemma"": ""energyipmifrequency"", ""parent_lemma"": ""freq"", ""reason"": ""EnergyIPMIFrequency is a specific configuration parameter for setting the energy frequency."", ""confidence"": 0.9, ""raw_item"": {""child"": ""energyipmifrequency"", ""parent"": ""freq"", ""confidence"": 0.9, ""reason"": ""EnergyIPMIFrequency is a specific configuration parameter for setting the energy frequency.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""energyipmifrequency"",
      ""parent"": ""freq"",
      ""confidence"": 0.9,
      ""reason"": ""EnergyIPMIFrequency is a specific configuration parameter for setting the energy frequency.""
    },
    {
      ""child"": ""acctgatherfilesystemtype"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""AcctGatherFilesystemType is a specific configuration parameter for setting the filesystem type.""
    },
    {
      ""child"": ""filesystemdata"",
      ""parent"": ""resource"",
      ""confidence"": 0.9,
      ""reason"": ""FilesystemData is a specific type of resource containing filesystem data.""
    },
    {
      ""child"": ""lustre"",
      ""parent"": ""other_hpc"",
      ""confidence"": 0.9,
      ""reason"": ""Lustre is a specific type of HPC system used for filesystem.""
    }
  ]
}"
99,job_submit.lua,plugin,job_submit.lua,plugin,doc_e8f0,doc_e8f0_chunk_0001,0.95,"{""child_lemma"": ""job_submit.lua"", ""parent_lemma"": ""plugin"", ""reason"": ""job_submit.lua is a specific type of Slurm job submit plugin."", ""confidence"": 0.95, ""raw_item"": {""child"": ""job_submit.lua"", ""parent"": ""plugin"", ""confidence"": 0.95, ""reason"": ""job_submit.lua is a specific type of Slurm job submit plugin.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""all_partitions"",
      ""parent"": ""partition"",
      ""confidence"": 0.9,
      ""reason"": ""all_partitions is a specific type of partition in Slurm.""
    },
    {
      ""child"": ""job_submit.lua"",
      ""parent"": ""plugin"",
      ""confidence"": 0.95,
      ""reason"": ""job_submit.lua is a specific type of Slurm job submit plugin.""
    },
    {
      ""child"": ""slurm plugin api"",
      ""parent"": ""api"",
      ""confidence"": 0.95,
      ""reason"": ""Slurm Plugin API is a specific type of API for Slurm job submit plugins.""
    },
    {
      ""child"": ""slurmctld"",
      ""parent"": ""scheduler"",
      ""confidence"": 0.95,
      ""reason"": ""Slurmctld is a specific type of scheduler for Slurm.""
    }
  ]
}"
100,slurm plugin api,api,Slurm Plugin API,API,doc_e8f0,doc_e8f0_chunk_0001,0.95,"{""child_lemma"": ""slurm plugin api"", ""parent_lemma"": ""api"", ""reason"": ""Slurm Plugin API is a specific type of API for Slurm job submit plugins."", ""confidence"": 0.95, ""raw_item"": {""child"": ""slurm plugin api"", ""parent"": ""api"", ""confidence"": 0.95, ""reason"": ""Slurm Plugin API is a specific type of API for Slurm job submit plugins.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""all_partitions"",
      ""parent"": ""partition"",
      ""confidence"": 0.9,
      ""reason"": ""all_partitions is a specific type of partition in Slurm.""
    },
    {
      ""child"": ""job_submit.lua"",
      ""parent"": ""plugin"",
      ""confidence"": 0.95,
      ""reason"": ""job_submit.lua is a specific type of Slurm job submit plugin.""
    },
    {
      ""child"": ""slurm plugin api"",
      ""parent"": ""api"",
      ""confidence"": 0.95,
      ""reason"": ""Slurm Plugin API is a specific type of API for Slurm job submit plugins.""
    },
    {
      ""child"": ""slurmctld"",
      ""parent"": ""scheduler"",
      ""confidence"": 0.95,
      ""reason"": ""Slurmctld is a specific type of scheduler for Slurm.""
    }
  ]
}"
101,job_desc_msg_t,job_desc,job_desc_msg_t,job_desc,doc_e8f0,doc_e8f0_chunk_0005,0.9,"{""child_lemma"": ""job_desc_msg_t"", ""parent_lemma"": ""job_desc"", ""reason"": ""job_desc_msg_t is a data structure used to represent job_desc."", ""confidence"": 0.9, ""raw_item"": {""child"": ""job_desc_msg_t"", ""parent"": ""job_desc"", ""confidence"": 0.9, ""reason"": ""job_desc_msg_t is a data structure used to represent job_desc.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""job_desc_msg_t"",
      ""parent"": ""job_desc"",
      ""confidence"": 0.9,
      ""reason"": ""job_desc_msg_t is a data structure used to represent job_desc.""
    }
  ]
}"
102,job_submit_mine,job submit plugin,job_submit_mine,job submit plugin,doc_e8f0,doc_e8f0_chunk_0007,0.9,"{""child_lemma"": ""job_submit_mine"", ""parent_lemma"": ""job submit plugin"", ""reason"": ""job_submit_mine is a specific instance of a job submit plugin."", ""confidence"": 0.9, ""raw_item"": {""child"": ""job_submit_mine"", ""parent"": ""job submit plugin"", ""confidence"": 0.9, ""reason"": ""job_submit_mine is a specific instance of a job submit plugin.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""job_submit_mine"",
      ""parent"": ""job submit plugin"",
      ""confidence"": 0.9,
      ""reason"": ""job_submit_mine is a specific instance of a job submit plugin.""
    }
  ]
}"
103,job_submit_mine,plugin,job_submit_mine,plugin,doc_e8f0,doc_e8f0_chunk_0008,0.9,"{""child_lemma"": ""job_submit_mine"", ""parent_lemma"": ""plugin"", ""reason"": ""job_submit_mine is a specific plugin for job submission."", ""confidence"": 0.9, ""raw_item"": {""child"": ""job_submit_mine"", ""parent"": ""plugin"", ""confidence"": 0.9, ""reason"": ""job_submit_mine is a specific plugin for job submission.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""job_submit_mine"",
      ""parent"": ""plugin"",
      ""confidence"": 0.9,
      ""reason"": ""job_submit_mine is a specific plugin for job submission.""
    }
  ]
}"
104,slurm plugin,dynamically linked code object,Slurm plugin,dynamically linked code object,doc_e992,doc_e992_chunk_0001,0.9,"{""child_lemma"": ""slurm plugin"", ""parent_lemma"": ""dynamically linked code object"", ""reason"": ""Slurm plugin is a specific type of dynamically linked code object that implements a well-defined API connected to tasks in Slurm."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurm plugin"", ""parent"": ""dynamically linked code object"", ""confidence"": 0.9, ""reason"": ""Slurm plugin is a specific type of dynamically linked code object that implements a well-defined API connected to tasks in Slurm.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurm plugin"",
      ""parent"": ""dynamically linked code object"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm plugin is a specific type of dynamically linked code object that implements a well-defined API connected to tasks in Slurm.""
    },
    {
      ""child"": ""slurm scheduler api"",
      ""parent"": ""api"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm Scheduler API is a specific type of API implemented by Slurm plugins.""
    },
    {
      ""child"": ""maui scheduler"",
      ""parent"": ""scheduler"",
      ""confidence"": 0.8,
      ""reason"": ""Maui scheduler is a specific type of scheduler that can be interfaced by Slurm plugins.""
    }
  ]
}"
105,slurm scheduler api,api,Slurm Scheduler API,API,doc_e992,doc_e992_chunk_0001,0.9,"{""child_lemma"": ""slurm scheduler api"", ""parent_lemma"": ""api"", ""reason"": ""Slurm Scheduler API is a specific type of API implemented by Slurm plugins."", ""confidence"": 0.9, ""raw_item"": {""child"": ""slurm scheduler api"", ""parent"": ""api"", ""confidence"": 0.9, ""reason"": ""Slurm Scheduler API is a specific type of API implemented by Slurm plugins.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""slurm plugin"",
      ""parent"": ""dynamically linked code object"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm plugin is a specific type of dynamically linked code object that implements a well-defined API connected to tasks in Slurm.""
    },
    {
      ""child"": ""slurm scheduler api"",
      ""parent"": ""api"",
      ""confidence"": 0.9,
      ""reason"": ""Slurm Scheduler API is a specific type of API implemented by Slurm plugins.""
    },
    {
      ""child"": ""maui scheduler"",
      ""parent"": ""scheduler"",
      ""confidence"": 0.8,
      ""reason"": ""Maui scheduler is a specific type of scheduler that can be interfaced by Slurm plugins.""
    }
  ]
}"
106,init,api functions,init,API Functions,doc_e992,doc_e992_chunk_0002,0.9,"{""child_lemma"": ""init"", ""parent_lemma"": ""api functions"", ""reason"": ""The init function is a specific API function in the plugin."", ""confidence"": 0.9, ""raw_item"": {""child"": ""init"", ""parent"": ""api functions"", ""confidence"": 0.9, ""reason"": ""The init function is a specific API function in the plugin.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""init"",
      ""parent"": ""api functions"",
      ""confidence"": 0.9,
      ""reason"": ""The init function is a specific API function in the plugin.""
    },
    {
      ""child"": ""fini"",
      ""parent"": ""api functions"",
      ""confidence"": 0.9,
      ""reason"": ""The fini function is a specific API function in the plugin.""
    },
    {
      ""child"": ""plugin"",
      ""parent"": ""api functions"",
      ""confidence"": 0.85,
      ""reason"": ""A plugin is a software component that provides additional functionality to the Slurm scheduler, and API functions are part of that functionality.""
    },
    {
      ""child"": ""plugin_version"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""Plugin_version is a configuration parameter specific to the plugin.""
    }
  ]
}"
107,fini,api functions,fini,API Functions,doc_e992,doc_e992_chunk_0002,0.9,"{""child_lemma"": ""fini"", ""parent_lemma"": ""api functions"", ""reason"": ""The fini function is a specific API function in the plugin."", ""confidence"": 0.9, ""raw_item"": {""child"": ""fini"", ""parent"": ""api functions"", ""confidence"": 0.9, ""reason"": ""The fini function is a specific API function in the plugin.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""init"",
      ""parent"": ""api functions"",
      ""confidence"": 0.9,
      ""reason"": ""The init function is a specific API function in the plugin.""
    },
    {
      ""child"": ""fini"",
      ""parent"": ""api functions"",
      ""confidence"": 0.9,
      ""reason"": ""The fini function is a specific API function in the plugin.""
    },
    {
      ""child"": ""plugin"",
      ""parent"": ""api functions"",
      ""confidence"": 0.85,
      ""reason"": ""A plugin is a software component that provides additional functionality to the Slurm scheduler, and API functions are part of that functionality.""
    },
    {
      ""child"": ""plugin_version"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""Plugin_version is a configuration parameter specific to the plugin.""
    }
  ]
}"
108,plugin,api functions,plugin,API Functions,doc_e992,doc_e992_chunk_0002,0.85,"{""child_lemma"": ""plugin"", ""parent_lemma"": ""api functions"", ""reason"": ""A plugin is a software component that provides additional functionality to the Slurm scheduler, and API functions are part of that functionality."", ""confidence"": 0.85, ""raw_item"": {""child"": ""plugin"", ""parent"": ""api functions"", ""confidence"": 0.85, ""reason"": ""A plugin is a software component that provides additional functionality to the Slurm scheduler, and API functions are part of that functionality.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""init"",
      ""parent"": ""api functions"",
      ""confidence"": 0.9,
      ""reason"": ""The init function is a specific API function in the plugin.""
    },
    {
      ""child"": ""fini"",
      ""parent"": ""api functions"",
      ""confidence"": 0.9,
      ""reason"": ""The fini function is a specific API function in the plugin.""
    },
    {
      ""child"": ""plugin"",
      ""parent"": ""api functions"",
      ""confidence"": 0.85,
      ""reason"": ""A plugin is a software component that provides additional functionality to the Slurm scheduler, and API functions are part of that functionality.""
    },
    {
      ""child"": ""plugin_version"",
      ""parent"": ""config_param"",
      ""confidence"": 0.9,
      ""reason"": ""Plugin_version is a configuration parameter specific to the plugin.""
    }
  ]
}"
109,cgroup/v2,cgroup,cgroup/v2,cgroup,doc_ebf2,doc_ebf2_chunk_0007,0.9,"{""child_lemma"": ""cgroup/v2"", ""parent_lemma"": ""cgroup"", ""reason"": ""cgroup/v2 is a specific version of cgroup resource."", ""confidence"": 0.9, ""raw_item"": {""child"": ""cgroup/v2"", ""parent"": ""cgroup"", ""confidence"": 0.9, ""reason"": ""cgroup/v2 is a specific version of cgroup resource.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""cgroup/v2"",
      ""parent"": ""cgroup"",
      ""confidence"": 0.9,
      ""reason"": ""cgroup/v2 is a specific version of cgroup resource.""
    },
    {
      ""child"": ""cgroup.freeze"",
      ""parent"": ""freezer controller"",
      ""confidence"": 0.9,
      ""reason"": ""cgroup.freeze is a specific implementation of the freezer controller in cgroup/v2.""
    },
    {
      ""child"": ""ebpf program"",
      ""parent"": ""devices controller"",
      ""confidence"": 0.85,
      ""reason"": ""ebpf program is a replacement for the devices controller in cgroup/v2.""
    }
  ]
}"
110,cgroup.freeze,freezer controller,cgroup.freeze,freezer controller,doc_ebf2,doc_ebf2_chunk_0007,0.9,"{""child_lemma"": ""cgroup.freeze"", ""parent_lemma"": ""freezer controller"", ""reason"": ""cgroup.freeze is a specific implementation of the freezer controller in cgroup/v2."", ""confidence"": 0.9, ""raw_item"": {""child"": ""cgroup.freeze"", ""parent"": ""freezer controller"", ""confidence"": 0.9, ""reason"": ""cgroup.freeze is a specific implementation of the freezer controller in cgroup/v2.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""cgroup/v2"",
      ""parent"": ""cgroup"",
      ""confidence"": 0.9,
      ""reason"": ""cgroup/v2 is a specific version of cgroup resource.""
    },
    {
      ""child"": ""cgroup.freeze"",
      ""parent"": ""freezer controller"",
      ""confidence"": 0.9,
      ""reason"": ""cgroup.freeze is a specific implementation of the freezer controller in cgroup/v2.""
    },
    {
      ""child"": ""ebpf program"",
      ""parent"": ""devices controller"",
      ""confidence"": 0.85,
      ""reason"": ""ebpf program is a replacement for the devices controller in cgroup/v2.""
    }
  ]
}"
111,ebpf program,devices controller,ebpf program,devices controller,doc_ebf2,doc_ebf2_chunk_0007,0.85,"{""child_lemma"": ""ebpf program"", ""parent_lemma"": ""devices controller"", ""reason"": ""ebpf program is a replacement for the devices controller in cgroup/v2."", ""confidence"": 0.85, ""raw_item"": {""child"": ""ebpf program"", ""parent"": ""devices controller"", ""confidence"": 0.85, ""reason"": ""ebpf program is a replacement for the devices controller in cgroup/v2.""}}","{
  ""is_a_edges"": [
    {
      ""child"": ""cgroup/v2"",
      ""parent"": ""cgroup"",
      ""confidence"": 0.9,
      ""reason"": ""cgroup/v2 is a specific version of cgroup resource.""
    },
    {
      ""child"": ""cgroup.freeze"",
      ""parent"": ""freezer controller"",
      ""confidence"": 0.9,
      ""reason"": ""cgroup.freeze is a specific implementation of the freezer controller in cgroup/v2.""
    },
    {
      ""child"": ""ebpf program"",
      ""parent"": ""devices controller"",
      ""confidence"": 0.85,
      ""reason"": ""ebpf program is a replacement for the devices controller in cgroup/v2.""
    }
  ]
}"
