enrich_id,canonical_term,example_term,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
3809,sacctmgr add cluster,sacctmgr add cluster,slurm,command,sacctmgr add cluster is a Slurm command used to add a new cluster to the Slurm Database Daemon (SlurmDBD) for job and accounting management.,1,1,1,[],"{
  ""term"": ""sacctmgr add cluster"",
  ""canonical"": ""sacctmgr add cluster"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr add cluster is a Slurm command used to add a new cluster to the Slurm Database Daemon (SlurmDBD) for job and accounting management."",
  ""aliases"": []
}"
3810,sacctmgr add federation,sacctmgr add federation,slurm,command,sacctmgr add federation is a Slurm command used to create a federation of clusters in the database and add clusters to the federation.,1,1,1,[],"{
  ""term"": ""sacctmgr add federation"",
  ""canonical"": ""sacctmgr add federation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr add federation is a Slurm command used to create a federation of clusters in the database and add clusters to the federation."",
  ""aliases"": []
}"
3811,sacctmgr add qos,sacctmgr add qos,slurm,command,sacctmgr add qos is a SLURM command used to create a new Quality of Service (QOS) in the SLURM database.,1,1,1,[],"{
  ""term"": ""sacctmgr add qos"",
  ""canonical"": ""sacctmgr add qos"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr add qos is a SLURM command used to create a new Quality of Service (QOS) in the SLURM database."",
  ""aliases"": []
}"
3812,sacctmgr add user,sacctmgr add user,slurm,command,sacctmgr add user is a command used to add a user to an account or accounts in the SLURM scheduler.,1,2,2,[],"{
  ""term"": ""sacctmgr add user"",
  ""canonical"": ""sacctmgr add user"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr add user is a command used to add a user to an account or accounts in the SLURM scheduler."",
  ""aliases"": []
}"
3814,sacctmgr del user,sacctmgr del user,both,command,sacctmgr del user is a command used to remove a user from a Workload Collection Key (WCKey) in SLURM or IBM LSF.,1,1,1,[],"{
  ""term"": ""sacctmgr del user"",
  ""canonical"": ""sacctmgr del user"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr del user is a command used to remove a user from a Workload Collection Key (WCKey) in SLURM or IBM LSF."",
  ""aliases"": []
}"
3815,sacctmgr man page,sacctmgr man page,slurm,other_hpc,"The sacctmgr man page provides documentation for the Slurm Accounting Management Tool, which allows users to manage accounting and resource limits.",1,3,3,[],"{
  ""term"": ""sacctmgr man page"",
  ""canonical"": ""sacctmgr man page"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The sacctmgr man page provides documentation for the Slurm Accounting Management Tool, which allows users to manage accounting and resource limits."",
  ""aliases"": []
}"
3816,sacctmgr mod user,sacctmgr mod user,both,command,sacctmgr mod user is a command used to modify a user's default WCKey (Workload Characteristics Key) in SLURM and IBM LSF.,1,1,1,[],"{
  ""term"": ""sacctmgr mod user"",
  ""canonical"": ""sacctmgr mod user"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr mod user is a command used to modify a user's default WCKey (Workload Characteristics Key) in SLURM and IBM LSF."",
  ""aliases"": []
}"
3817,sacctmgr modify cluster,sacctmgr modify cluster,slurm,command,"sacctmgr modify cluster is a command used to modify cluster-related settings in the SLURM scheduler, such as adding or removing features.",1,2,1,[],"{
  ""term"": ""sacctmgr modify cluster"",
  ""canonical"": ""sacctmgr modify cluster"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr modify cluster is a command used to modify cluster-related settings in the SLURM scheduler, such as adding or removing features."",
  ""aliases"": []
}"
3818,sacctmgr modify federation,sacctmgr modify federation,slurm,command,"sacctmgr modify federation is a Slurm command used to create, modify, or manage a federation of clusters in a peer-to-peer fashion.",1,1,1,[],"{
  ""term"": ""sacctmgr modify federation"",
  ""canonical"": ""sacctmgr modify federation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr modify federation is a Slurm command used to create, modify, or manage a federation of clusters in a peer-to-peer fashion."",
  ""aliases"": []
}"
3819,sacctmgr modify qos,sacctmgr modify qos,slurm,command,sacctmgr modify qos is a SLURM command used to modify the properties of a Quality of Service (QOS) in the SLURM database.,1,1,1,[],"{
  ""term"": ""sacctmgr modify qos"",
  ""canonical"": ""sacctmgr modify qos"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr modify qos is a SLURM command used to modify the properties of a Quality of Service (QOS) in the SLURM database."",
  ""aliases"": []
}"
3820,sacctmgr show assoc,sacctmgr show assoc,slurm,command,"sacctmgr show assoc is a command used to display the association of users, QoS, and clusters in the SLURM database.",1,1,1,[],"{
  ""term"": ""sacctmgr show assoc"",
  ""canonical"": ""sacctmgr show assoc"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr show assoc is a command used to display the association of users, QoS, and clusters in the SLURM database."",
  ""aliases"": []
}"
3821,sacctmgr show cluster withfed,sacctmgr show cluster withfed,both,command,"The sacctmgr command is used to manage accounting information, but 'show cluster withfed' specifically displays the clusters and their federated state in a given federation.",1,1,1,[],"{
  ""term"": ""sacctmgr show cluster withfed"",
  ""canonical"": ""sacctmgr show cluster withfed"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""command"",
  ""short_definition"": ""The sacctmgr command is used to manage accounting information, but 'show cluster withfed' specifically displays the clusters and their federated state in a given federation."",
  ""aliases"": []
}"
3822,sacctmgr show federation,sacctmgr show federation,slurm,command,sacctmgr show federation is a command used to view the configuration of a SLURM federation.,1,1,1,[],"{
  ""term"": ""sacctmgr show federation"",
  ""canonical"": ""sacctmgr show federation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr show federation is a command used to view the configuration of a SLURM federation."",
  ""aliases"": []
}"
3823,sacctmgr show qos,sacctmgr show qos,slurm,command,sacctmgr show qos is a command used to display the current QoS (Quality of Service) definitions in the SLURM database.,1,1,1,[],"{
  ""term"": ""sacctmgr show qos"",
  ""canonical"": ""sacctmgr show qos"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr show qos is a command used to display the current QoS (Quality of Service) definitions in the SLURM database."",
  ""aliases"": []
}"
3825,sackd,sackd,slurm,other_hpc,"sackd is a Slurm daemon that manages configuration files for a node, reducing network requests when running client commands from a login node.",1,3,3,[],"{
  ""term"": ""sackd"",
  ""canonical"": ""sackd"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""sackd is a Slurm daemon that manages configuration files for a node, reducing network requests when running client commands from a login node."",
  ""aliases"": []
}"
3826,safe,Safe,slurm,config_param,"The 'safe' option in SLURM configuration ensures that a job will only be launched when using an association or QOS that has a TRES-minutes limit set, preventing jobs from being killed due to limits even if they are updated after job start.",1,4,3,[],"{
  ""term"": ""Safe"",
  ""canonical"": ""safe"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""The 'safe' option in SLURM configuration ensures that a job will only be launched when using an association or QOS that has a TRES-minutes limit set, preventing jobs from being killed due to limits even if they are updated after job start."",
  ""aliases"": []
}"
3827,safe mode,Safe mode,both,job_state,"Safe mode is a state in which a job or association is limited in the number of jobs that can run or be submitted, based on resource usage or time limits.",1,1,1,[],"{
  ""term"": ""Safe mode"",
  ""canonical"": ""safe mode"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Safe mode is a state in which a job or association is limited in the number of jobs that can run or be submitted, based on resource usage or time limits."",
  ""aliases"": []
}"
3828,sall_siblings,Sall_siblings,both,queue_or_partition,Sall_siblings refers to the shares allocated to all the child accounts of a parent account in a fair-share scheduling hierarchy.,1,2,1,[],"{
  ""term"": ""Sall_siblings"",
  ""canonical"": ""sall_siblings"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""Sall_siblings refers to the shares allocated to all the child accounts of a parent account in a fair-share scheduling hierarchy."",
  ""aliases"": []
}"
3829,salloc,salloc,slurm,command,"salloc is a SLURM command used to request and allocate resources for a job, setting up an environment for job submission.",1,41,23,[],"{
  ""term"": ""salloc"",
  ""canonical"": ""salloc"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""salloc is a SLURM command used to request and allocate resources for a job, setting up an environment for job submission."",
  ""aliases"": []
}"
3830,salloc --wait-all-nodes,salloc --wait-all-nodes,slurm,command,salloc --wait-all-nodes is a command-line option used with the SLURM salloc command to delay job launch until all required nodes are available.,1,1,1,[],"{
  ""term"": ""salloc --wait-all-nodes"",
  ""canonical"": ""salloc --wait-all-nodes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""salloc --wait-all-nodes is a command-line option used with the SLURM salloc command to delay job launch until all required nodes are available."",
  ""aliases"": []
}"
3831,salloc command,salloc command,slurm,command,"The salloc command is a SLURM command used to allocate and request resources for interactive jobs, optionally waiting for all allocated nodes to be ready before returning.",1,1,1,[],"{
  ""term"": ""salloc command"",
  ""canonical"": ""salloc command"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The salloc command is a SLURM command used to allocate and request resources for interactive jobs, optionally waiting for all allocated nodes to be ready before returning."",
  ""aliases"": []
}"
3832,salloc jobs,salloc jobs,slurm,queue_or_partition,"salloc jobs refers to interactive sessions allocated on SLURM clusters, where users can run commands directly.",1,1,1,[],"{
  ""term"": ""salloc jobs"",
  ""canonical"": ""salloc jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""salloc jobs refers to interactive sessions allocated on SLURM clusters, where users can run commands directly."",
  ""aliases"": []
}"
3833,salloc_wait_nodes,salloc_wait_nodes,slurm,config_param,salloc_wait_nodes is a Slurm configuration parameter that controls whether the salloc command waits for all allocated nodes to become available before creating a new shell on the login node.,1,2,1,[],"{
  ""term"": ""salloc_wait_nodes"",
  ""canonical"": ""salloc_wait_nodes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""salloc_wait_nodes is a Slurm configuration parameter that controls whether the salloc command waits for all allocated nodes to become available before creating a new shell on the login node."",
  ""aliases"": []
}"
3834,sallocation,sallocation,slurm,queue_or_partition,"sallocation refers to a job allocation created by the salloc command in SLURM, which allows users to request and start an interactive session on a compute node.",1,1,1,[],"{
  ""term"": ""sallocation"",
  ""canonical"": ""sallocation"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""sallocation refers to a job allocation created by the salloc command in SLURM, which allows users to request and start an interactive session on a compute node."",
  ""aliases"": []
}"
3835,sarus,Sarus,generic,other_hpc,"Sarus is a container management system for HPC workloads, providing unprivileged OCI container support for Slurm, Rootless Docker, Podman, and other runtimes.",1,1,1,[],"{
  ""term"": ""Sarus"",
  ""canonical"": ""sarus"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Sarus is a container management system for HPC workloads, providing unprivileged OCI container support for Slurm, Rootless Docker, Podman, and other runtimes."",
  ""aliases"": []
}"
3836,sattach,sattach,slurm,command,"sattach is a SLURM command used to attach standard input, output, and error plus signal capabilities to a currently running job or job step.",1,4,3,[],"{
  ""term"": ""sattach"",
  ""canonical"": ""sattach"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sattach is a SLURM command used to attach standard input, output, and error plus signal capabilities to a currently running job or job step."",
  ""aliases"": []
}"
3838,save_max_wait,SAVE_MAX_WAIT,slurm,config_param,SAVE_MAX_WAIT is a configuration parameter in SLURM that sets the maximum time (in seconds) between state saves being written to disk.,1,2,2,[],"{
  ""term"": ""SAVE_MAX_WAIT"",
  ""canonical"": ""save_max_wait"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""SAVE_MAX_WAIT is a configuration parameter in SLURM that sets the maximum time (in seconds) between state saves being written to disk."",
  ""aliases"": []
}"
3839,sbatch,sbatch,slurm,command,sbatch is a command used to submit batch jobs to the SLURM scheduler.,1,50,27,[],"{
  ""term"": ""sbatch"",
  ""canonical"": ""sbatch"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sbatch is a command used to submit batch jobs to the SLURM scheduler."",
  ""aliases"": []
}"
3840,sbatch --gres,sbatch --gres,slurm,command,"sbatch --gres is a command-line option used to request specific generic resources (e.g., GPU types) for a job submission in SLURM.",1,1,1,[],"{
  ""term"": ""sbatch --gres"",
  ""canonical"": ""sbatch --gres"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sbatch --gres is a command-line option used to request specific generic resources (e.g., GPU types) for a job submission in SLURM."",
  ""aliases"": []
}"
3841,sbatch --wait-all-nodes,sbatch --wait-all-nodes,slurm,command,The sbatch --wait-all-nodes option is a command-line flag used with the sbatch command in SLURM to delay job launch until all required nodes are available.,1,1,1,[],"{
  ""term"": ""sbatch --wait-all-nodes"",
  ""canonical"": ""sbatch --wait-all-nodes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The sbatch --wait-all-nodes option is a command-line flag used with the sbatch command in SLURM to delay job launch until all required nodes are available."",
  ""aliases"": []
}"
3843,sbatch commands,sbatch commands,slurm,command,sbatch commands are SLURM commands used to submit batch jobs for execution on the cluster.,1,1,1,[],"{
  ""term"": ""sbatch commands"",
  ""canonical"": ""sbatch commands"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sbatch commands are SLURM commands used to submit batch jobs for execution on the cluster."",
  ""aliases"": []
}"
3844,sbatch jobs,sbatch jobs,slurm,queue_or_partition,"sbatch jobs are job submissions using the sbatch command in SLURM, which are managed as a queue or partition of jobs.",1,1,1,[],"{
  ""term"": ""sbatch jobs"",
  ""canonical"": ""sbatch jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""sbatch jobs are job submissions using the sbatch command in SLURM, which are managed as a queue or partition of jobs."",
  ""aliases"": []
}"
3845,sbatch script,sbatch script,slurm,other_hpc,An sbatch script is a job submission script used with the SLURM scheduler to submit batch jobs for execution on the cluster.,1,1,1,[],"{
  ""term"": ""sbatch script"",
  ""canonical"": ""sbatch script"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""An sbatch script is a job submission script used with the SLURM scheduler to submit batch jobs for execution on the cluster."",
  ""aliases"": []
}"
3846,sbatch_wait_nodes,sbatch_wait_nodes,slurm,config_param,sbatch_wait_nodes is a Slurm configuration parameter that controls whether job steps launch only after all required nodes are available.,1,2,1,[],"{
  ""term"": ""sbatch_wait_nodes"",
  ""canonical"": ""sbatch_wait_nodes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""sbatch_wait_nodes is a Slurm configuration parameter that controls whether job steps launch only after all required nodes are available."",
  ""aliases"": []
}"
3847,sbcast,sbcast,slurm,command,sbcast is a SLURM command used for broadcasting data to all tasks within a job.,1,4,3,[],"{
  ""term"": ""sbcast"",
  ""canonical"": ""sbcast"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sbcast is a SLURM command used for broadcasting data to all tasks within a job."",
  ""aliases"": []
}"
3848,sbin/nologin,sbin/nologin,generic,other_hpc,"sbin/nologin is a system binary that may be used as the default shell for non-interactive jobs on HPC systems, preventing users from logging in interactively.",1,1,1,[],"{
  ""term"": ""sbin/nologin"",
  ""canonical"": ""sbin/nologin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""sbin/nologin is a system binary that may be used as the default shell for non-interactive jobs on HPC systems, preventing users from logging in interactively."",
  ""aliases"": []
}"
3849,scalable,scalable,slurm,other_hpc,"In the context of SLURM, scalable refers to the ability to manage large numbers of jobs efficiently, as demonstrated by job arrays and the sched/backfill plugin.",1,1,1,[],"{
  ""term"": ""scalable"",
  ""canonical"": ""scalable"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""In the context of SLURM, scalable refers to the ability to manage large numbers of jobs efficiently, as demonstrated by job arrays and the sched/backfill plugin."",
  ""aliases"": []
}"
3850,scalable mechanism,scalable mechanism,generic,other_hpc,"A scalable mechanism refers to a job scheduling strategy that dynamically creates job records as needed to manage large job counts, such as job arrays.",1,1,1,[],"{
  ""term"": ""scalable mechanism"",
  ""canonical"": ""scalable mechanism"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A scalable mechanism refers to a job scheduling strategy that dynamically creates job records as needed to manage large job counts, such as job arrays."",
  ""aliases"": []
}"
3851,scalar quantity,scalar quantity,generic,resource,"A scalar quantity is a resource concept in HPC systems, often used to represent the amount of pool space allocated for a job in the Burst Buffer.",1,1,1,[],"{
  ""term"": ""scalar quantity"",
  ""canonical"": ""scalar quantity"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""A scalar quantity is a resource concept in HPC systems, often used to represent the amount of pool space allocated for a job in the Burst Buffer."",
  ""aliases"": []
}"
3852,scancel,scancel,slurm,command,The scancel command is used in SLURM to cancel a job or a specific job step.,1,8,7,[],"{
  ""term"": ""scancel"",
  ""canonical"": ""scancel"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The scancel command is used in SLURM to cancel a job or a specific job step."",
  ""aliases"": []
}"
3853,scancel --hurry,scancel --hurry,slurm,command,"scancel --hurry is a command-line option used to cancel a job in SLURM and skip the stage-out phase, allowing for immediate teardown of the burst buffer.",1,1,1,[],"{
  ""term"": ""scancel --hurry"",
  ""canonical"": ""scancel --hurry"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""scancel --hurry is a command-line option used to cancel a job in SLURM and skip the stage-out phase, allowing for immediate teardown of the burst buffer."",
  ""aliases"": []
}"
3854,scancel command,scancel command,slurm,command,The scancel command is a Slurm command used to cancel a job or job array.,1,1,1,[],"{
  ""term"": ""scancel command"",
  ""canonical"": ""scancel command"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The scancel command is a Slurm command used to cancel a job or job array."",
  ""aliases"": []
}"
3855,scenario,Scenario,slurm,other_hpc,"A scenario is a hypothetical or example situation used to illustrate the behavior or usage of a scheduler feature, such as CPU management in Slurm.",1,1,1,[],"{
  ""term"": ""Scenario"",
  ""canonical"": ""scenario"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A scenario is a hypothetical or example situation used to illustrate the behavior or usage of a scheduler feature, such as CPU management in Slurm."",
  ""aliases"": []
}"
3856,sched,sched,slurm,scheduler,The 'sched' term refers to the job scheduler component in SLURM (Simple Linux Utility for Resource Management).,1,1,1,[],"{
  ""term"": ""sched"",
  ""canonical"": ""sched"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""scheduler"",
  ""short_definition"": ""The 'sched' term refers to the job scheduler component in SLURM (Simple Linux Utility for Resource Management)."",
  ""aliases"": []
}"
3857,sched/backfill,sched/backfill,both,config_param,"sched/backfill is a scheduler plugin option in SLURM and IBM LSF that performs backfill scheduling, considering job run time and resources required to determine if lower-priority jobs would actually take resources needed by higher-priority jobs.",1,1,1,[],"{
  ""term"": ""sched/backfill"",
  ""canonical"": ""sched/backfill"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""sched/backfill is a scheduler plugin option in SLURM and IBM LSF that performs backfill scheduling, considering job run time and resources required to determine if lower-priority jobs would actually take resources needed by higher-priority jobs."",
  ""aliases"": []
}"
3858,sched/backfill plugin,sched/backfill plugin,slurm,other_hPC,"The sched/backfill plugin is a SLURM plugin that manages the scheduling of heterogeneous jobs, allowing for the efficient allocation of resources based on job components.",1,2,2,[],"{
  ""term"": ""sched/backfill plugin"",
  ""canonical"": ""sched/backfill plugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""The sched/backfill plugin is a SLURM plugin that manages the scheduling of heterogeneous jobs, allowing for the efficient allocation of resources based on job components."",
  ""aliases"": []
}"
3859,sched/builtin,sched/builtin,slurm,config_param,sched/builtin is a scheduler configuration parameter in SLURM that enables strict priority-based job scheduling within each partition/queue.,1,1,1,[],"{
  ""term"": ""sched/builtin"",
  ""canonical"": ""sched/builtin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""sched/builtin is a scheduler configuration parameter in SLURM that enables strict priority-based job scheduling within each partition/queue."",
  ""aliases"": []
}"
3860,sched_interval,sched_interval,slurm,config_param,"sched_interval is a configuration parameter in SLURM that specifies how frequently, in seconds, the main scheduling loop will execute and test all pending jobs.",1,2,1,[],"{
  ""term"": ""sched_interval"",
  ""canonical"": ""sched_interval"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""sched_interval is a configuration parameter in SLURM that specifies how frequently, in seconds, the main scheduling loop will execute and test all pending jobs."",
  ""aliases"": []
}"
3861,sched_min_interval,sched_min_interval,generic,config_param,"sched_min_interval is a configuration parameter that controls the minimum interval between scheduling logic runs in an HPC scheduler, allowing for more efficient job management.",1,1,1,[],"{
  ""term"": ""sched_min_interval"",
  ""canonical"": ""sched_min_interval"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""sched_min_interval is a configuration parameter that controls the minimum interval between scheduling logic runs in an HPC scheduler, allowing for more efficient job management."",
  ""aliases"": []
}"
3862,scheddefer,SchedDefer,slurm,job_state,SchedDefer is a job state in SLURM indicating that the job requests an immediate allocation but is deferred due to a configured defer parameter in slurm.conf.,1,1,1,[],"{
  ""term"": ""SchedDefer"",
  ""canonical"": ""scheddefer"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""SchedDefer is a job state in SLURM indicating that the job requests an immediate allocation but is deferred due to a configured defer parameter in slurm.conf."",
  ""aliases"": []
}"
3863,schedmd,SchedMD,slurm,scheduler,SchedMD is the company that develops and maintains the SLURM workload manager.,1,3,3,"[""ScheduleMD""]","{
  ""term"": ""SchedMD"",
  ""canonical"": ""schedmd"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""scheduler"",
  ""short_definition"": ""SchedMD is the company that develops and maintains the SLURM workload manager."",
  ""aliases"": [""ScheduleMD""]
}"
3864,schedmd's support hours,SchedMD's support hours,both,other_hpc,SchedMD's support hours refer to the time period during which assistance is provided for issues related to Slurm and its components.,1,1,1,[],"{
  ""term"": ""SchedMD's support hours"",
  ""canonical"": ""schedmd's support hours"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""SchedMD's support hours refer to the time period during which assistance is provided for issues related to Slurm and its components."",
  ""aliases"": []
}"
3865,schedmd.com,schedmd.com,both,other_hpc,schedmd.com is the official website for downloading the SLURM source code and related software.,1,1,1,[],"{
  ""term"": ""schedmd.com"",
  ""canonical"": ""schedmd.com"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""schedmd.com is the official website for downloading the SLURM source code and related software."",
  ""aliases"": []
}"
3866,schedule_cycle_depth,schedule_cycle_depth,both,config_param,schedule_cycle_depth is a configuration parameter that specifies the mean time in microseconds of backfilling scheduling cycles since the last reset.,1,1,1,[],"{
  ""term"": ""schedule_cycle_depth"",
  ""canonical"": ""schedule_cycle_depth"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""schedule_cycle_depth is a configuration parameter that specifies the mean time in microseconds of backfilling scheduling cycles since the last reset."",
  ""aliases"": []
}"
3867,schedule_cycle_last,schedule_cycle_last,both,log_or_state_path,"schedule_cycle_last is an optional integer field in the Slurm monitoring data structure, representing the time in microseconds for the last scheduling cycle.",1,1,1,[],"{
  ""term"": ""schedule_cycle_last"",
  ""canonical"": ""schedule_cycle_last"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""schedule_cycle_last is an optional integer field in the Slurm monitoring data structure, representing the time in microseconds for the last scheduling cycle."",
  ""aliases"": []
}"
3868,schedule_cycle_mean,schedule_cycle_mean,both,log_or_state_path,"schedule_cycle_mean is a metric in the scheduler's performance statistics, representing the average time in microseconds for all scheduling cycles since the last reset.",1,1,1,[],"{
  ""term"": ""schedule_cycle_mean"",
  ""canonical"": ""schedule_cycle_mean"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""schedule_cycle_mean is a metric in the scheduler's performance statistics, representing the average time in microseconds for all scheduling cycles since the last reset."",
  ""aliases"": []
}"
3869,schedule_cycle_mean_depth,schedule_cycle_mean_depth,both,config_param,schedule_cycle_mean_depth is a configuration parameter that represents the mean number of jobs processed in a scheduling cycle.,1,1,1,[],"{
  ""term"": ""schedule_cycle_mean_depth"",
  ""canonical"": ""schedule_cycle_mean_depth"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""schedule_cycle_mean_depth is a configuration parameter that represents the mean number of jobs processed in a scheduling cycle."",
  ""aliases"": []
}"
