term_id,term,canonical,scheduler,ontology_role,category,dul_bucket,is_hpc_domain,definition,aliases_json,raw_json,freq_total
1581,Total Processors,total processors,lsf,individual,resource,information_object,1,Total Processors refers to the total number of processors available on a host in LSF.,[],"{
  ""term"": ""Total Processors"",
  ""canonical"": ""Total Processors"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""Total Processors refers to the total number of processors available on a host in LSF."",
  ""aliases"": []
}",2
1582,Total Cores,total cores,lsf,datatype_property,resource,information_object,1,Total Cores is a resource property indicating the total number of cores available on an LSF compute node.,[],"{
  ""term"": ""Total Cores"",
  ""canonical"": ""Total Cores"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""Total Cores is a resource property indicating the total number of cores available on an LSF compute node."",
  ""aliases"": []
}",2
1583,Total Threads,totalthreads,lsf,datatype_property,resource,description,1,Total Threads is a resource property that represents the total number of threads available on an LSF compute node.,[],"{
  ""term"": ""Total Threads"",
  ""canonical"": ""TotalThreads"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Total Threads is a resource property that represents the total number of threads available on an LSF compute node."",
  ""aliases"": []
}",2
1584,Matched Type,matched type,lsf,individual,resource,object,1,"Matched Type is the identified host type or model in LSF, which determines the CPU architecture and other resource characteristics.",[],"{
  ""term"": ""Matched Type"",
  ""canonical"": ""Matched Type"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Matched Type is the identified host type or model in LSF, which determines the CPU architecture and other resource characteristics."",
  ""aliases"": []
}",2
1585,Matched Architecture,matched architecture,lsf,individual,resource,object,1,Matched Architecture is the identified host architecture for an LSF compute node.,[],"{
  ""term"": ""Matched Architecture"",
  ""canonical"": ""Matched Architecture"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Matched Architecture is the identified host architecture for an LSF compute node."",
  ""aliases"": []
}",2
1586,Matched Model,matched model,lsf,individual,resource,object,1,"Matched Model is the identified hardware model of a compute node in IBM LSF, determined through automatic detection or configuration.",[],"{
  ""term"": ""Matched Model"",
  ""canonical"": ""Matched Model"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Matched Model is the identified hardware model of a compute node in IBM LSF, determined through automatic detection or configuration."",
  ""aliases"": []
}",2
1587,CPU Factor,cpu factor,lsf,datatype_property,config_param,description,1,CPU Factor is a configuration parameter in IBM LSF that defines the efficiency of CPU usage for a host model.,[],"{
  ""term"": ""CPU Factor"",
  ""canonical"": ""CPU Factor"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""CPU Factor is a configuration parameter in IBM LSF that defines the efficiency of CPU usage for a host model."",
  ""aliases"": []
}",2
1603,HostType,hosttype,lsf,datatype_property,config_param,description,1,HostType is a configuration parameter in IBM LSF that defines the type of a host.,[],"{
  ""term"": ""HostType"",
  ""canonical"": ""HostType"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""HostType is a configuration parameter in IBM LSF that defines the type of a host."",
  ""aliases"": []
}",3
1606,HostModel,hostmodel,lsf,datatype_property,config_param,description,1,HostModel is a configuration parameter in IBM LSF that defines the host architecture and CPU factor.,[],"{
  ""term"": ""HostModel"",
  ""canonical"": ""HostModel"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""HostModel is a configuration parameter in IBM LSF that defines the host architecture and CPU factor."",
  ""aliases"": []
}",3
1626,error,error,lsf,individual,log_or_state_path,event,1,"Error refers to a problem or failure in the execution of HPC commands or daemons, as indicated by LSF error messages.",[],"{
  ""term"": ""error"",
  ""canonical"": ""Error"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""log_or_state_path"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""Error refers to a problem or failure in the execution of HPC commands or daemons, as indicated by LSF error messages."",
  ""aliases"": []
}",2
1638,auth_user,auth_user,lsf,individual,user_role,description,1,auth_user refers to a user role in LSF that requires authentication for certain commands.,[],"{
  ""term"": ""auth_user"",
  ""canonical"": ""auth_user"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""auth_user refers to a user role in LSF that requires authentication for certain commands."",
  ""aliases"": []
}",2
1658,LSF Guide,lsf guide,lsf,individual,other_hpc,description,1,"The LSF Guide is a documentation resource for IBM LSF users, providing information on troubleshooting and configuration.",[],"{
  ""term"": ""LSF Guide"",
  ""canonical"": ""LSF Guide"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The LSF Guide is a documentation resource for IBM LSF users, providing information on troubleshooting and configuration."",
  ""aliases"": []
}",2
1663,daemon,daemon,lsf,class,other_hpc,event,1,"In LSF, a daemon is a background process that manages various system tasks, such as job scheduling and resource management.",[],"{
  ""term"": ""daemon"",
  ""canonical"": ""daemon"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""In LSF, a daemon is a background process that manages various system tasks, such as job scheduling and resource management."",
  ""aliases"": []
}",2
1664,RES,res,lsf,individual,other_hpc,event,1,RES is an LSF daemon that may be responsible for specific LSF services. Error messages indicate that it is already running or there are configuration issues.,[],"{
  ""term"": ""RES"",
  ""canonical"": ""RES"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""RES is an LSF daemon that may be responsible for specific LSF services. Error messages indicate that it is already running or there are configuration issues."",
  ""aliases"": []
}",2
1690,illegal character,illegal character,lsf,drop,non_domain,unknown,0,Not a domain term; refers to an error message about an illegal character in an LSF configuration file.,[],"{
  ""term"": ""illegal character"",
  ""canonical"": ""illegal character"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""Not a domain term; refers to an error message about an illegal character in an LSF configuration file."",
  ""aliases"": []
}",2
1698,request,request,lsf,individual,log_or_state_path,event,1,"In the context of IBM LSF, a request refers to a message sent by a client host to the LSF daemon, which may indicate a job submission, configuration update, or other action.",[],"{
  ""term"": ""request"",
  ""canonical"": ""Request"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""log_or_state_path"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""In the context of IBM LSF, a request refers to a message sent by a client host to the LSF daemon, which may indicate a job submission, configuration update, or other action."",
  ""aliases"": []
}",2
1711,saveIndx,saveindx,lsf,datatype_property,config_param,description,1,saveIndx is a configuration parameter in LSF for defining external load index names.,[],"{
  ""term"": ""saveIndx"",
  ""canonical"": ""saveIndx"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""saveIndx is a configuration parameter in LSF for defining external load index names."",
  ""aliases"": []
}",2
1734,jobId,jobid,lsf,datatype_property,job_state,information_object,1,jobId is a unique identifier for a job in the IBM LSF scheduler.,[],"{
  ""term"": ""jobId"",
  ""canonical"": ""jobId"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""jobId is a unique identifier for a job in the IBM LSF scheduler."",
  ""aliases"": []
}",2
1735,renewJob,renewjob,lsf,individual,command,event,1,The renewJob command is used in IBM LSF to reconfigure the LIM and resubmit a re-runnable job.,[],"{
  ""term"": ""renewJob"",
  ""canonical"": ""renewJob"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""The renewJob command is used in IBM LSF to reconfigure the LIM and resubmit a re-runnable job."",
  ""aliases"": []
}",2
1759,LSF_LIM_API_NTRIES,lsf_lim_api_ntries,lsf,datatype_property,config_param,description,1,LSF_LIM_API_NTRIES is a configuration parameter that defines the number of times LSF commands retry to communicate with the LIM API while it is not available.,[],"{
  ""term"": ""LSF_LIM_API_NTRIES"",
  ""canonical"": ""LSF_LIM_API_NTRIES"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""LSF_LIM_API_NTRIES is a configuration parameter that defines the number of times LSF commands retry to communicate with the LIM API while it is not available."",
  ""aliases"": []
}",2
1763,EGO,ego,lsf,class,other_hpc,description,1,EGO is a daemon in LSF (Load Sharing Facility) that is related to job management.,[],"{
  ""term"": ""EGO"",
  ""canonical"": ""EGO"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""EGO is a daemon in LSF (Load Sharing Facility) that is related to job management."",
  ""aliases"": []
}",3
1785,socket,socket,lsf,drop,non_domain,unknown,0,"In this context, socket refers to a communication endpoint between the client and the LSF mbatchd daemon.",[],"{
  ""term"": ""socket"",
  ""canonical"": ""socket"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""non_domain"",
  ""ontology_role"": ""drop"",
  ""dul_bucket"": ""unknown"",
  ""definition"": ""In this context, socket refers to a communication endpoint between the client and the LSF mbatchd daemon."",
  ""aliases"": []
}",6
1797,LSF_ENABLE_EGO,lsf_enable_ego,lsf,datatype_property,config_param,description,1,LSF_ENABLE_EGO is a configuration parameter in LSF that determines whether the EGO (Environment Management System) is enabled or not.,[],"{
  ""term"": ""LSF_ENABLE_EGO"",
  ""canonical"": ""LSF_ENABLE_EGO"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""LSF_ENABLE_EGO is a configuration parameter in LSF that determines whether the EGO (Environment Management System) is enabled or not."",
  ""aliases"": []
}",2
1800,vemkd daemon,vemkd,lsf,individual,other_hpc,event,1,The vemkd daemon is a component of IBM LSF responsible for managing job submission and execution.,[],"{
  ""term"": ""vemkd daemon"",
  ""canonical"": ""vemkd"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""event"",
  ""definition"": ""The vemkd daemon is a component of IBM LSF responsible for managing job submission and execution."",
  ""aliases"": []
}",2
1819,configdir,configdir,lsf,individual,config_file,information_object,1,configdir is a directory containing LSF batch configuration files.,[],"{
  ""term"": ""configdir"",
  ""canonical"": ""configdir"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""configdir is a directory containing LSF batch configuration files."",
  ""aliases"": []
}",2
1846,jobs,jobs,lsf,class,other_hpc,event,1,Jobs represent units of work submitted to IBM Spectrum LSF for execution on allocated compute resources.,[],"{
  ""term"": ""jobs"",
  ""canonical"": ""Jobs"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""Jobs represent units of work submitted to IBM Spectrum LSF for execution on allocated compute resources."",
  ""aliases"": []
}",2
1862,select plugin,select plugin,slurm,object_property,command,description,1,"The select plugin is a Slurm command used in the node selection process, which determines the set of nodes from which CPU resources are allocated to a job or job step.",[],"{
  ""term"": ""select plugin"",
  ""canonical"": ""select plugin"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The select plugin is a Slurm command used in the node selection process, which determines the set of nodes from which CPU resources are allocated to a job or job step."",
  ""aliases"": []
}",2
1863,SelectType,selecttype,slurm,datatype_property,config_param,description,1,SelectType is a Slurm configuration parameter that determines how CPU resources are allocated from selected nodes for a job or job step.,[],"{
  ""term"": ""SelectType"",
  ""canonical"": ""SelectType"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""SelectType is a Slurm configuration parameter that determines how CPU resources are allocated from selected nodes for a job or job step."",
  ""aliases"": []
}",10
1864,select/linear,select/linear,slurm,datatype_property,option_flag,description,1,select/linear is a Slurm option for CPU Management that allocates all resources on the selected nodes to a job or step.,[],"{
  ""term"": ""select/linear"",
  ""canonical"": ""select/linear"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""select/linear is a Slurm option for CPU Management that allocates all resources on the selected nodes to a job or step."",
  ""aliases"": []
}",2
1866,SelectTypeParameters,selecttypeparameters,slurm,datatype_property,config_param,description,1,SelectTypeParameters defines the consumable resource type for CPU allocation in Slurm when SelectType is set to select/cons_tres.,[],"{
  ""term"": ""SelectTypeParameters"",
  ""canonical"": ""SelectTypeParameters"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""SelectTypeParameters defines the consumable resource type for CPU allocation in Slurm when SelectType is set to select/cons_tres."",
  ""aliases"": []
}",7
1868,NodeName,nodename,slurm,datatype_property,config_param,description,1,"NodeName is a Slurm configuration parameter that defines a node, including its CPU resources.",[],"{
  ""term"": ""NodeName"",
  ""canonical"": ""NodeName"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""NodeName is a Slurm configuration parameter that defines a node, including its CPU resources."",
  ""aliases"": []
}",2
1869,PartitionName,partitionname,slurm,individual,queue_or_partition,object,1,PartitionName is a parameter in Slurm configuration defining a logical grouping of compute nodes.,[],"{
  ""term"": ""PartitionName"",
  ""canonical"": ""PartitionName"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""object"",
  ""definition"": ""PartitionName is a parameter in Slurm configuration defining a logical grouping of compute nodes."",
  ""aliases"": []
}",3
1872,Nodes,nodes,both,class,resource,object,1,Nodes are physical or virtual machines that provide resources for job execution in HPC systems. They can be selected and configured based on various parameters.,[],"{
  ""term"": ""Nodes"",
  ""canonical"": ""Nodes"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Nodes are physical or virtual machines that provide resources for job execution in HPC systems. They can be selected and configured based on various parameters."",
  ""aliases"": []
}",3
1873,OverSubscribe,oversubscribe,slurm,datatype_property,config_param,description,1,OverSubscribe is a Slurm partition configuration parameter that defines the policy for allocating more jobs than the available compute nodes.,[],"{
  ""term"": ""OverSubscribe"",
  ""canonical"": ""OverSubscribe"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""OverSubscribe is a Slurm partition configuration parameter that defines the policy for allocating more jobs than the available compute nodes."",
  ""aliases"": []
}",5
1874,MaxNodes,maxnodes,slurm,datatype_property,config_param,description,1,MaxNodes is a Slurm configuration parameter that defines the maximum number of nodes in a partition.,[],"{
  ""term"": ""MaxNodes"",
  ""canonical"": ""MaxNodes"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""MaxNodes is a Slurm configuration parameter that defines the maximum number of nodes in a partition."",
  ""aliases"": []
}",2
1875,SlurmdParameters,slurmdparameters,slurm,class,config_param,description,1,"SlurmdParameters is a configuration parameter class that defines the parameters of a partition, including node selection, CPU resource allocation, and additional options.",[],"{
  ""term"": ""SlurmdParameters"",
  ""canonical"": ""SlurmdParameters"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""SlurmdParameters is a configuration parameter class that defines the parameters of a partition, including node selection, CPU resource allocation, and additional options."",
  ""aliases"": []
}",3
1876,config_overrides,config_overrides,slurm,datatype_property,config_param,description,1,"config_overrides is a parameter in Slurm configuration that allows for customization of partition definitions, including CPU resource allocation and node selection options.",[],"{
  ""term"": ""config_overrides"",
  ""canonical"": ""config_overrides"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""config_overrides is a parameter in Slurm configuration that allows for customization of partition definitions, including CPU resource allocation and node selection options."",
  ""aliases"": []
}",3
1879,CR_CPU,cr_cpu,slurm,datatype_property,config_param,description,1,CR_CPU defines the consumable resource type for CPU resources in Slurm and controls other aspects of CPU resource allocation by the select plugin.,[],"{
  ""term"": ""CR_CPU"",
  ""canonical"": ""CR_CPU"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""CR_CPU defines the consumable resource type for CPU resources in Slurm and controls other aspects of CPU resource allocation by the select plugin."",
  ""aliases"": []
}",3
1880,CR_CPU_Memory,cr_cpu_memory,slurm,datatype_property,config_param,description,1,CR_CPU_Memory is a parameter used in Slurm to define the consumable resource type for CPU memory allocation.,[],"{
  ""term"": ""CR_CPU_Memory"",
  ""canonical"": ""CR_CPU_Memory"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""CR_CPU_Memory is a parameter used in Slurm to define the consumable resource type for CPU memory allocation."",
  ""aliases"": []
}",2
1881,CR_Core,cr_core,slurm,datatype_property,config_param,description,1,"CR_Core defines the consumable resource type for CPU resources in Slurm, controlling other aspects of CPU resource allocation by the select plugin.",[],"{
  ""term"": ""CR_Core"",
  ""canonical"": ""CR_Core"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""CR_Core defines the consumable resource type for CPU resources in Slurm, controlling other aspects of CPU resource allocation by the select plugin."",
  ""aliases"": []
}",5
1882,CR_Core_Memory,cr_core_memory,slurm,datatype_property,config_param,description,1,"CR_Core_Memory is a parameter used in Slurm to define the consumable resource type for memory in a partition, controlling other aspects of memory allocation by the select plugin.",[],"{
  ""term"": ""CR_Core_Memory"",
  ""canonical"": ""CR_Core_Memory"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""CR_Core_Memory is a parameter used in Slurm to define the consumable resource type for memory in a partition, controlling other aspects of memory allocation by the select plugin."",
  ""aliases"": []
}",2
1883,CR_Socket,cr_socket,slurm,datatype_property,config_param,description,1,CR_Socket is a parameter in Slurm configuration that defines the consumable resource type for CPU sockets.,[],"{
  ""term"": ""CR_Socket"",
  ""canonical"": ""CR_Socket"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""CR_Socket is a parameter in Slurm configuration that defines the consumable resource type for CPU sockets."",
  ""aliases"": []
}",2
1884,CR_Socket_Memory,cr_socket_memory,slurm,datatype_property,config_param,description,1,CR_Socket_Memory is a parameter used in Slurm to define the consumable resource type for CPU memory allocation.,[],"{
  ""term"": ""CR_Socket_Memory"",
  ""canonical"": ""CR_Socket_Memory"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""CR_Socket_Memory is a parameter used in Slurm to define the consumable resource type for CPU memory allocation."",
  ""aliases"": []
}",2
1886,salloc,salloc,slurm,individual,command,information_object,1,salloc is a Slurm command used to define a partition and allocate resources for job submission.,"[""salloc command""]","{
  ""term"": ""salloc"",
  ""canonical"": ""salloc"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""salloc is a Slurm command used to define a partition and allocate resources for job submission."",
  ""aliases"": [""salloc command""]
}",2
1887,sbatch,sbatch,slurm,individual,command,information_object,1,"sbatch is a Slurm command used to submit a batch job script to the scheduler, with options for controlling job and resource allocation.","[""sbatch command""]","{
  ""term"": ""sbatch"",
  ""canonical"": ""sbatch"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""sbatch is a Slurm command used to submit a batch job script to the scheduler, with options for controlling job and resource allocation."",
  ""aliases"": [""sbatch command""]
}",2
1888,--extra-node-info,--extra-node-info,slurm,datatype_property,config_param,description,1,"The --extra-node-info option in Slurm defines parameters for partition configuration, affecting node selection and CPU resource allocation.",[],"{
  ""term"": ""--extra-node-info"",
  ""canonical"": ""--extra-node-info"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --extra-node-info option in Slurm defines parameters for partition configuration, affecting node selection and CPU resource allocation."",
  ""aliases"": []
}",2
1889,--constraint,--constraint,slurm,datatype_property,config_param,description,1,The --constraint option in Slurm is used to restrict node selection based on specified attributes.,[],"{
  ""term"": ""--constraint"",
  ""canonical"": ""--constraint"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --constraint option in Slurm is used to restrict node selection based on specified attributes."",
  ""aliases"": []
}",2
1890,--contiguous,--contiguous,slurm,object_property,option_flag,description,1,The --contiguous option in Slurm restricts node selection to contiguous nodes.,[],"{
  ""term"": ""--contiguous"",
  ""canonical"": ""--contiguous"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --contiguous option in Slurm restricts node selection to contiguous nodes."",
  ""aliases"": []
}",2
1891,--cores-per-socket,--cores-per-socket,slurm,datatype_property,config_param,description,1,The --cores-per-socket parameter in Slurm configuration defines the minimum number of cores per socket for node selection.,[],"{
  ""term"": ""--cores-per-socket"",
  ""canonical"": ""--cores-per-socket"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --cores-per-socket parameter in Slurm configuration defines the minimum number of cores per socket for node selection."",
  ""aliases"": []
}",2
1892,--cpus-per-task,--cpus-per-task,slurm,datatype_property,config_param,description,1,The --cpus-per-task option in Slurm defines the number of CPUs allocated per task.,[],"{
  ""term"": ""--cpus-per-task"",
  ""canonical"": ""--cpus-per-task"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --cpus-per-task option in Slurm defines the number of CPUs allocated per task."",
  ""aliases"": []
}",7
1893,--exclusive,--exclusive,slurm,object_property,option_flag,description,1,The --exclusive option in Slurm defines a partition and prevents sharing of allocated nodes with other jobs.,[],"{
  ""term"": ""--exclusive"",
  ""canonical"": ""--exclusive"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""option_flag"",
  ""ontology_role"": ""object_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --exclusive option in Slurm defines a partition and prevents sharing of allocated nodes with other jobs."",
  ""aliases"": []
}",2
1894,--nodefile,--nodefile,slurm,datatype_property,config_file,description,1,The --nodefile option in Slurm is used to define a partition by providing a list of specific nodes for job selection.,[],"{
  ""term"": ""--nodefile"",
  ""canonical"": ""--nodefile"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_file"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --nodefile option in Slurm is used to define a partition by providing a list of specific nodes for job selection."",
  ""aliases"": []
}",2
1895,--hint,--hint,slurm,datatype_property,config_param,description,1,The --hint parameter in Slurm defines additional controls on CPU resource allocation by the select plugin.,[],"{
  ""term"": ""--hint"",
  ""canonical"": ""--hint"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --hint parameter in Slurm defines additional controls on CPU resource allocation by the select plugin."",
  ""aliases"": []
}",3
1896,--mincpus,--mincpus,slurm,datatype_property,config_param,description,1,The --mincpus option in Slurm defines the minimum number of CPUs allocated per node.,[],"{
  ""term"": ""--mincpus"",
  ""canonical"": ""--mincpus"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The --mincpus option in Slurm defines the minimum number of CPUs allocated per node."",
  ""aliases"": []
}",2
