child,parent,method,evidence
list boolean resource,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=list resource provider;sim=1.000
resource request,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=list resource provider;sim=0.999
resource pool,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
compound resource,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
alternative resource,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
boolean resource,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=aws resource provider;sim=1.000
resource connector host,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=host resource provider;sim=1.000
dynamic host,resource provider,"embed_expand(k=5,min_cos=0.75)",seed=host resource provider;sim=0.998
reason feature,cyclecloud,"embed_expand(k=5,min_cos=0.75)",seed=microsoft azure cyclecloud;sim=0.998
index list comma,index,"embed_expand(k=5,min_cos=0.75)",seed=static index;sim=0.999
problem datum locality,problem,"embed_expand(k=5,min_cos=0.75)",seed=bad problem;sim=0.998
troubleshooting,problem,"embed_expand(k=5,min_cos=0.75)",seed=bad problem;sim=0.997
lsf error,problem,"embed_expand(k=5,min_cos=0.75)",seed=lsf problem;sim=0.998
lsf api,problem,"embed_expand(k=5,min_cos=0.75)",seed=lsf problem;sim=0.998
change lsf,problem,"embed_expand(k=5,min_cos=0.75)",seed=lsf problem;sim=0.998
mps daemon gpu,daemon,"embed_expand(k=5,min_cos=0.75)",seed=bld daemon;sim=1.000
lsf instance,daemon,"embed_expand(k=5,min_cos=0.75)",seed=key lsf daemon;sim=0.999
instance lsf,daemon,"embed_expand(k=5,min_cos=0.75)",seed=key lsf daemon;sim=0.999
mbatchd daemon startup,daemon,"embed_expand(k=5,min_cos=0.75)",seed=workload mbatchd daemon;sim=1.000
batch server host,daemon,"embed_expand(k=5,min_cos=0.75)",seed=server batch daemon;sim=0.998
daemon change effect,daemon,"embed_expand(k=5,min_cos=0.75)",seed=server batch daemon;sim=0.998
daemon communication,daemon,"embed_expand(k=5,min_cos=0.75)",seed=global policy daemon;sim=0.999
lsf cluster,daemon,"embed_expand(k=5,min_cos=0.75)",seed=lsf daemon;sim=0.998
mbatchd daemon cluster,daemon,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd daemon;sim=0.999
task job,job task,"embed_expand(k=5,min_cos=0.75)",seed=multicluster job task;sim=1.000
case lsf,server host,"embed_expand(k=5,min_cos=0.75)",seed=batch server host;sim=0.998
local host,server host,"embed_expand(k=5,min_cos=0.75)",seed=x server host;sim=0.999
lsf client host,server host,"embed_expand(k=5,min_cos=0.75)",seed=lsf server host;sim=0.999
valid lsf host,server host,"embed_expand(k=5,min_cos=0.75)",seed=lsf server host;sim=0.999
lsf management host,server host,"embed_expand(k=5,min_cos=0.75)",seed=lsf server host;sim=0.999
individual lsf host,server host,"embed_expand(k=5,min_cos=0.75)",seed=lsf server host;sim=0.999
datum transfer,cache,"embed_expand(k=5,min_cos=0.75)",seed=datum cache;sim=0.999
cache bstage,cache,"embed_expand(k=5,min_cos=0.75)",seed=bdata cache;sim=1.000
broken symbolic link,cache,"embed_expand(k=5,min_cos=0.75)",seed=symbolic link cache;sim=1.000
single unit,cache,"embed_expand(k=5,min_cos=0.75)",seed=single cache;sim=0.999
cgroup memory subsystem,cache,"embed_expand(k=5,min_cos=0.75)",seed=single cache;sim=0.999
detailed information job,cache,"embed_expand(k=5,min_cos=0.75)",seed=job information cache;sim=1.000
efa network interface,connection,"embed_expand(k=5,min_cos=0.75)",seed=network connection;sim=0.999
network architecture,connection,"embed_expand(k=5,min_cos=0.75)",seed=network connection;sim=0.999
workload mbatchd daemon,effect,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd change effect;sim=0.999
mbatchd startup,effect,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd change effect;sim=0.999
mbatchd daemon cluster,effect,"embed_expand(k=5,min_cos=0.75)",seed=daemon change effect;sim=0.999
sbatchd daemon,effect,"embed_expand(k=5,min_cos=0.75)",seed=daemon change effect;sim=0.999
daemon operation,effect,"embed_expand(k=5,min_cos=0.75)",seed=daemon change effect;sim=0.998
mbatchd daemon cluster,change effect,"embed_expand(k=5,min_cos=0.75)",seed=daemon change effect;sim=0.999
sbatchd daemon,change effect,"embed_expand(k=5,min_cos=0.75)",seed=daemon change effect;sim=0.999
daemon operation,change effect,"embed_expand(k=5,min_cos=0.75)",seed=daemon change effect;sim=0.998
workload mbatchd daemon,change effect,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd change effect;sim=0.999
mbatchd startup,change effect,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd change effect;sim=0.999
pack scheduling,cycle,"embed_expand(k=5,min_cos=0.75)",seed=scheduling cycle;sim=1.000
scheduling,cycle,"embed_expand(k=5,min_cos=0.75)",seed=scheduling cycle;sim=1.000
energy aware scheduling,cycle,"embed_expand(k=5,min_cos=0.75)",seed=scheduling cycle;sim=1.000
license project,collector,"embed_expand(k=5,min_cos=0.75)",seed=license collector;sim=1.000
license scheduler,collector,"embed_expand(k=5,min_cos=0.75)",seed=license collector;sim=1.000
license scheduler license,collector,"embed_expand(k=5,min_cos=0.75)",seed=license collector;sim=1.000
production cluster,mode,"embed_expand(k=5,min_cos=0.75)",seed=cluster mode;sim=1.000
local cluster,mode,"embed_expand(k=5,min_cos=0.75)",seed=cluster mode;sim=0.999
cluster master statu,mode,"embed_expand(k=5,min_cos=0.75)",seed=cluster mode;sim=0.999
output field,output,"embed_expand(k=5,min_cos=0.75)",seed=standard output;sim=0.999
output json format,output,"embed_expand(k=5,min_cos=0.75)",seed=standard output;sim=0.999
shell job,shell,"embed_expand(k=5,min_cos=0.75)",seed=job particular shell;sim=1.000
time job submission,shell,"embed_expand(k=5,min_cos=0.75)",seed=job particular shell;sim=0.999
virtual server instance,server,"embed_expand(k=5,min_cos=0.75)",seed=remote server;sim=0.999
remote license,server,"embed_expand(k=5,min_cos=0.75)",seed=remote license server;sim=0.999
parameter setting lsf,server,"embed_expand(k=5,min_cos=0.75)",seed=lsf server;sim=0.999
lsf server host,server,"embed_expand(k=5,min_cos=0.75)",seed=lsf server;sim=0.999
share total license,server,"embed_expand(k=5,min_cos=0.75)",seed=license server;sim=0.998
software license,server,"embed_expand(k=5,min_cos=0.75)",seed=license license server;sim=0.999
mbatchd management host,lim,"embed_expand(k=5,min_cos=0.75)",seed=management host lim;sim=0.999
lim host,lim,"embed_expand(k=5,min_cos=0.75)",seed=management host lim;sim=0.999
management host management,lim,"embed_expand(k=5,min_cos=0.75)",seed=management host lim;sim=0.999
server host,lim,"embed_expand(k=5,min_cos=0.75)",seed=server host lim;sim=0.999
lim local host,lim,"embed_expand(k=5,min_cos=0.75)",seed=server host lim;sim=0.999
sbatchd host,lim,"embed_expand(k=5,min_cos=0.75)",seed=server host lim;sim=0.999
lim log,lim,"embed_expand(k=5,min_cos=0.75)",seed=tune lim;sim=0.998
token usage,step,"embed_expand(k=5,min_cos=0.75)",seed=installation step;sim=0.998
job affinity,step,"embed_expand(k=5,min_cos=0.75)",seed=cgroup job step;sim=0.999
affinity job cpuset,step,"embed_expand(k=5,min_cos=0.75)",seed=cgroup job step;sim=0.999
cgroup,subsystem,"embed_expand(k=5,min_cos=0.75)",seed=cgroup subsystem;sim=1.000
linux cgroup,subsystem,"embed_expand(k=5,min_cos=0.75)",seed=cgroup subsystem;sim=0.999
lsf job,system,"embed_expand(k=5,min_cos=0.75)",seed=job lsf system;sim=0.999
sizable job lsf,system,"embed_expand(k=5,min_cos=0.75)",seed=job lsf system;sim=0.999
lsf job jsdl,system,"embed_expand(k=5,min_cos=0.75)",seed=job lsf system;sim=0.999
system lsf,system,"embed_expand(k=5,min_cos=0.75)",seed=lsf system;sim=1.000
change lsf,system,"embed_expand(k=5,min_cos=0.75)",seed=lsf system;sim=0.999
lsf job,lsf system,"embed_expand(k=5,min_cos=0.75)",seed=job lsf system;sim=0.999
sizable job lsf,lsf system,"embed_expand(k=5,min_cos=0.75)",seed=job lsf system;sim=0.999
lsf job jsdl,lsf system,"embed_expand(k=5,min_cos=0.75)",seed=job lsf system;sim=0.999
early version lsf,version,"embed_expand(k=5,min_cos=0.75)",seed=change lsf version;sim=0.999
future version lsf,version,"embed_expand(k=5,min_cos=0.75)",seed=change lsf version;sim=0.999
update lsf configuration,version,"embed_expand(k=5,min_cos=0.75)",seed=record lsf version;sim=0.999
configure lsf startup,version,"embed_expand(k=5,min_cos=0.75)",seed=record lsf version;sim=0.999
share,fair share,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical fair share;sim=1.000
share assignment,fair share,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical fair share;sim=1.000
resource connector host,fair share,"embed_expand(k=5,min_cos=0.75)",seed=type fair share;sim=0.997
host resource provider,fair share,"embed_expand(k=5,min_cos=0.75)",seed=type fair share;sim=0.997
fair share policy,fair share,"embed_expand(k=5,min_cos=0.75)",seed=parallel fair share;sim=1.000
virtual machine instance,template,"embed_expand(k=5,min_cos=0.75)",seed=launch instance template;sim=0.999
instance,template,"embed_expand(k=5,min_cos=0.75)",seed=launch instance template;sim=0.999
aw ec2 instance,template,"embed_expand(k=5,min_cos=0.75)",seed=launch instance template;sim=0.999
resource pool,template,"embed_expand(k=5,min_cos=0.75)",seed=resource connector template;sim=1.000
compound resource,template,"embed_expand(k=5,min_cos=0.75)",seed=resource connector template;sim=1.000
alternative resource,template,"embed_expand(k=5,min_cos=0.75)",seed=resource connector template;sim=1.000
boolean resource,template,"embed_expand(k=5,min_cos=0.75)",seed=resource connector template;sim=1.000
virtual instance,template,"embed_expand(k=5,min_cos=0.75)",seed=instance template;sim=1.000
processor binding,condition,"embed_expand(k=5,min_cos=0.75)",seed=suspending condition;sim=0.998
affinity scheduling,condition,"embed_expand(k=5,min_cos=0.75)",seed=scheduling condition;sim=0.999
affinity scheduling dash,condition,"embed_expand(k=5,min_cos=0.75)",seed=scheduling condition;sim=0.999
lot job,job job,"embed_expand(k=5,min_cos=0.75)",seed=runaway job job;sim=1.000
job array element,job job,"embed_expand(k=5,min_cos=0.75)",seed=runaway job job;sim=1.000
checkpointable job,job job,"embed_expand(k=5,min_cos=0.75)",seed=runaway job job;sim=1.000
job slot job,job job,"embed_expand(k=5,min_cos=0.75)",seed=parallel job job;sim=1.000
job dependency evaluation,job job,"embed_expand(k=5,min_cos=0.75)",seed=job job job;sim=1.000
parallel job lsf,process,"embed_expand(k=5,min_cos=0.75)",seed=lsf job process;sim=0.999
job submission lsf,process,"embed_expand(k=5,min_cos=0.75)",seed=lsf job process;sim=0.999
root group,process,"embed_expand(k=5,min_cos=0.75)",seed=root stage process;sim=0.999
process group,process,"embed_expand(k=5,min_cos=0.75)",seed=res process;sim=0.999
process parallel job,process,"embed_expand(k=5,min_cos=0.75)",seed=feature job process;sim=1.000
lsf schedule,process,"embed_expand(k=5,min_cos=0.75)",seed=lsf process;sim=0.999
platform lsf,process,"embed_expand(k=5,min_cos=0.75)",seed=lsf process;sim=0.999
mbatchd daemon startup,process,"embed_expand(k=5,min_cos=0.75)",seed=daemon process;sim=0.998
global policy daemon,process,"embed_expand(k=5,min_cos=0.75)",seed=daemon process;sim=0.998
lot job,member,"embed_expand(k=5,min_cos=0.75)",seed=chunk job member;sim=1.000
job array element,member,"embed_expand(k=5,min_cos=0.75)",seed=chunk job member;sim=1.000
checkpointable job,member,"embed_expand(k=5,min_cos=0.75)",seed=chunk job member;sim=1.000
fair share group,member,"embed_expand(k=5,min_cos=0.75)",seed=share group member;sim=1.000
fair share policy,member,"embed_expand(k=5,min_cos=0.75)",seed=share group member;sim=0.999
group,member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
group subject sla,member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
project group,member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
group project,member,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical group member;sim=1.000
json list,member,"embed_expand(k=5,min_cos=0.75)",seed=list member;sim=1.000
template list object,member,"embed_expand(k=5,min_cos=0.75)",seed=list member;sim=1.000
host group,member,"embed_expand(k=5,min_cos=0.75)",seed=host group member;sim=1.000
group host,member,"embed_expand(k=5,min_cos=0.75)",seed=host group member;sim=1.000
good host,member,"embed_expand(k=5,min_cos=0.75)",seed=host group member;sim=0.999
security group,hierarchy,"embed_expand(k=5,min_cos=0.75)",seed=group hierarchy;sim=0.999
child group,hierarchy,"embed_expand(k=5,min_cos=0.75)",seed=group hierarchy;sim=0.999
feature group,hierarchy,"embed_expand(k=5,min_cos=0.75)",seed=group hierarchy;sim=0.999
sh ksh bash,hierarchy,"embed_expand(k=5,min_cos=0.75)",seed=project hierarchy;sim=0.996
site specific,hierarchy,"embed_expand(k=5,min_cos=0.75)",seed=project hierarchy;sim=0.996
child job group,hierarchy,"embed_expand(k=5,min_cos=0.75)",seed=job group hierarchy;sim=1.000
delete job group,hierarchy,"embed_expand(k=5,min_cos=0.75)",seed=job group hierarchy;sim=1.000
mig host,advance reservation,"embed_expand(k=5,min_cos=0.75)",seed=host advance reservation;sim=1.000
topology host,advance reservation,"embed_expand(k=5,min_cos=0.75)",seed=host advance reservation;sim=1.000
multiprocessor host,advance reservation,"embed_expand(k=5,min_cos=0.75)",seed=host advance reservation;sim=1.000
open reservation,advance reservation,"embed_expand(k=5,min_cos=0.75)",seed=open advance reservation;sim=1.000
active ownership,advance reservation,"embed_expand(k=5,min_cos=0.75)",seed=open advance reservation;sim=0.998
license feature,license project,"embed_expand(k=5,min_cos=0.75)",seed=demand license project;sim=0.999
license cluster,license project,"embed_expand(k=5,min_cos=0.75)",seed=cluster license project;sim=1.000
requirement cluster,license project,"embed_expand(k=5,min_cos=0.75)",seed=cluster license project;sim=0.999
submission cluster,license project,"embed_expand(k=5,min_cos=0.75)",seed=cluster license project;sim=0.998
lsf license,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf license scheduler;sim=1.000
requirement lsf,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf license scheduler;sim=0.999
enable lsf,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf license scheduler;sim=0.998
amd gpu lsf,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf scheduler;sim=1.000
nvidia gpu lsf,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf scheduler;sim=1.000
license project,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=configuring license scheduler;sim=1.000
license scheduler license,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=configuring license scheduler;sim=1.000
submission cluster,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=submission cluster scheduler;sim=1.000
local cluster,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=submission cluster scheduler;sim=0.999
license,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=license scheduler;sim=1.000
lsf fix pack,scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf session scheduler;sim=1.000
lsf license,license scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf license scheduler;sim=1.000
requirement lsf,license scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf license scheduler;sim=0.999
enable lsf,license scheduler,"embed_expand(k=5,min_cos=0.75)",seed=lsf license scheduler;sim=0.998
license project,license scheduler,"embed_expand(k=5,min_cos=0.75)",seed=configuring license scheduler;sim=1.000
license scheduler license,license scheduler,"embed_expand(k=5,min_cos=0.75)",seed=configuring license scheduler;sim=1.000
lsf client host,lsf host,"embed_expand(k=5,min_cos=0.75)",seed=valid lsf host;sim=1.000
lsf host group,lsf host,"embed_expand(k=5,min_cos=0.75)",seed=valid lsf host;sim=1.000
lsf dynamic host,lsf host,"embed_expand(k=5,min_cos=0.75)",seed=valid lsf host;sim=0.999
host lim host,management host,"embed_expand(k=5,min_cos=0.75)",seed=host management host;sim=0.999
host host model,management host,"embed_expand(k=5,min_cos=0.75)",seed=host management host;sim=0.999
management host lim,management host,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd management host;sim=0.999
sbatchd host,management host,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd management host;sim=0.999
management host management,management host,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd management host;sim=0.999
management candidate host,management host,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd management host;sim=0.999
valid lsf host,management host,"embed_expand(k=5,min_cos=0.75)",seed=lsf management host;sim=0.999
individual lsf host,management host,"embed_expand(k=5,min_cos=0.75)",seed=lsf management host;sim=0.999
lsf client host,management host,"embed_expand(k=5,min_cos=0.75)",seed=lsf management host;sim=0.999
lsf server host,management host,"embed_expand(k=5,min_cos=0.75)",seed=lsf management host;sim=0.999
server host cluster,management host,"embed_expand(k=5,min_cos=0.75)",seed=cluster management host;sim=0.999
host remote cluster,management host,"embed_expand(k=5,min_cos=0.75)",seed=cluster management host;sim=0.999
unix linux,structure,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical structure;sim=0.998
linux kernel,structure,"embed_expand(k=5,min_cos=0.75)",seed=hierarchical structure;sim=0.998
linux cluster,structure,"embed_expand(k=5,min_cos=0.75)",seed=cluster section structure;sim=0.999
cluster mode,security,"embed_expand(k=5,min_cos=0.75)",seed=cluster security;sim=0.999
local cluster,security,"embed_expand(k=5,min_cos=0.75)",seed=cluster security;sim=0.999
license request,service domain,"embed_expand(k=5,min_cos=0.75)",seed=license service domain;sim=0.999
domain uppercase letter,domain,"embed_expand(k=5,min_cos=0.75)",seed=dns domain;sim=1.000
domain uppercase,domain,"embed_expand(k=5,min_cos=0.75)",seed=dns domain;sim=1.000
license request,domain,"embed_expand(k=5,min_cos=0.75)",seed=license service domain;sim=0.999
execution processing,domain,"embed_expand(k=5,min_cos=0.75)",seed=execution domain;sim=0.999
pre execution processing,domain,"embed_expand(k=5,min_cos=0.75)",seed=execution domain;sim=0.999
post execution processing,domain,"embed_expand(k=5,min_cos=0.75)",seed=execution domain;sim=0.999
resource provider,consumer,"embed_expand(k=5,min_cos=0.75)",seed=resource consumer;sim=1.000
resource pool,consumer,"embed_expand(k=5,min_cos=0.75)",seed=resource consumer;sim=1.000
application profile level,application profile,"embed_expand(k=5,min_cos=0.75)",seed=configuration application profile;sim=0.999
application level checkpointing,application profile,"embed_expand(k=5,min_cos=0.75)",seed=configuration application profile;sim=0.999
app application job,application profile,"embed_expand(k=5,min_cos=0.75)",seed=job application profile;sim=1.000
job application,application profile,"embed_expand(k=5,min_cos=0.75)",seed=job application profile;sim=1.000
application profile job,application profile,"embed_expand(k=5,min_cos=0.75)",seed=job application profile;sim=1.000
execution time function,script,"embed_expand(k=5,min_cos=0.75)",seed=execution driver script;sim=0.999
shell,script,"embed_expand(k=5,min_cos=0.75)",seed=shell script;sim=0.999
time job submission,script,"embed_expand(k=5,min_cos=0.75)",seed=parallel job script;sim=0.999
external executable,script,"embed_expand(k=5,min_cos=0.75)",seed=external script;sim=0.999
job local cluster,submission cluster,"embed_expand(k=5,min_cos=0.75)",seed=job submission cluster;sim=1.000
job remote cluster,submission cluster,"embed_expand(k=5,min_cos=0.75)",seed=job submission cluster;sim=1.000
gpu health lsf,simulator,"embed_expand(k=5,min_cos=0.75)",seed=lsf simulator;sim=1.000
amd gpu lsf,simulator,"embed_expand(k=5,min_cos=0.75)",seed=lsf simulator;sim=1.000
lsf explorer,simulator,"embed_expand(k=5,min_cos=0.75)",seed=lsf simulator;sim=1.000
resource availability,usage,"embed_expand(k=5,min_cos=0.75)",seed=resource usage;sim=0.999
symbol usage string,usage,"embed_expand(k=5,min_cos=0.75)",seed=complete hostsetup usage;sim=0.999
resource cluster,usage,"embed_expand(k=5,min_cos=0.75)",seed=lsf resource usage;sim=0.998
simple resource requirement,term,"embed_expand(k=5,min_cos=0.75)",seed=resource requirement term;sim=1.000
term compound,term,"embed_expand(k=5,min_cos=0.75)",seed=compound term;sim=1.000
core socket,node,"embed_expand(k=5,min_cos=0.75)",seed=core numa node;sim=0.999
task allocation,node,"embed_expand(k=5,min_cos=0.75)",seed=core numa node;sim=0.998
additional task,node,"embed_expand(k=5,min_cos=0.75)",seed=launch node;sim=0.998
host statu,preference,"embed_expand(k=5,min_cos=0.75)",seed=host preference;sim=1.000
closed host,preference,"embed_expand(k=5,min_cos=0.75)",seed=host preference;sim=1.000
mig host,preference,"embed_expand(k=5,min_cos=0.75)",seed=host preference;sim=1.000
parallel batch job,query,"embed_expand(k=5,min_cos=0.75)",seed=multithread batch query;sim=0.999
batch interactive job,query,"embed_expand(k=5,min_cos=0.75)",seed=multithread batch query;sim=0.998
interactive batch job,query,"embed_expand(k=5,min_cos=0.75)",seed=multithread batch query;sim=0.998
job_finish2 lsf event,execution,"embed_expand(k=5,min_cos=0.75)",seed=lsf execution;sim=0.999
lsf event,execution,"embed_expand(k=5,min_cos=0.75)",seed=lsf execution;sim=0.999
behavior lsf,execution,"embed_expand(k=5,min_cos=0.75)",seed=lsf execution;sim=0.999
aspect lsf behavior,execution,"embed_expand(k=5,min_cos=0.75)",seed=lsf execution;sim=0.999
job scheduling,execution,"embed_expand(k=5,min_cos=0.75)",seed=job scheduling execution;sim=0.999
execution host,execution,"embed_expand(k=5,min_cos=0.75)",seed=host execution;sim=1.000
unavailable host,execution,"embed_expand(k=5,min_cos=0.75)",seed=host execution;sim=0.999
session interactive job,execution,"embed_expand(k=5,min_cos=0.75)",seed=job execution;sim=0.999
job submission environment,execution,"embed_expand(k=5,min_cos=0.75)",seed=job submission execution;sim=0.999
remote job,execution,"embed_expand(k=5,min_cos=0.75)",seed=job submission execution;sim=0.999
reconfiguration exit,reconfiguration,"embed_expand(k=5,min_cos=0.75)",seed=live reconfiguration;sim=0.999
reconfiguration real time,reconfiguration,"embed_expand(k=5,min_cos=0.75)",seed=live reconfiguration;sim=0.999
child mbatchd,reconfiguration,"embed_expand(k=5,min_cos=0.75)",seed=mbatchd restart reconfiguration;sim=0.999
order section,feature section,"embed_expand(k=5,min_cos=0.75)",seed=individual feature section;sim=0.999
hosttype section,feature section,"embed_expand(k=5,min_cos=0.75)",seed=individual feature section;sim=0.999
parameter parameter section,feature section,"embed_expand(k=5,min_cos=0.75)",seed=parameter feature section;sim=0.999
parameter section,feature section,"embed_expand(k=5,min_cos=0.75)",seed=parameter feature section;sim=0.999
global parameter section,feature section,"embed_expand(k=5,min_cos=0.75)",seed=parameter feature section;sim=0.999
resource method reserve,pool,"embed_expand(k=5,min_cos=0.75)",seed=number resource pool;sim=0.998
resource allocation,pool,"embed_expand(k=5,min_cos=0.75)",seed=number resource pool;sim=0.998
host statu,pool,"embed_expand(k=5,min_cos=0.75)",seed=host pool;sim=1.000
host alia,pool,"embed_expand(k=5,min_cos=0.75)",seed=host pool;sim=1.000
mig host,pool,"embed_expand(k=5,min_cos=0.75)",seed=host pool;sim=1.000
resource provider,pool,"embed_expand(k=5,min_cos=0.75)",seed=resource pool;sim=1.000
feature name feature_list,overview,"embed_expand(k=5,min_cos=0.75)",seed=setup overview;sim=0.998
host level,processor,"embed_expand(k=5,min_cos=0.75)",seed=host processor;sim=0.999
local host,processor,"embed_expand(k=5,min_cos=0.75)",seed=host processor;sim=0.999
processor reservation,processor,"embed_expand(k=5,min_cos=0.75)",seed=physical processor;sim=1.000
processor unit,processor,"embed_expand(k=5,min_cos=0.75)",seed=physical processor;sim=0.999
processor binding,processor,"embed_expand(k=5,min_cos=0.75)",seed=physical processor;sim=0.999
dispatch job,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=job dispatch;sim=1.000
candidate host,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=host dispatch;sim=0.999
good host,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=host dispatch;sim=0.999
dispatch window,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=order dispatch;sim=0.999
job scheduling,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=job scheduling dispatch;sim=1.000
scheduling session job,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=job scheduling dispatch;sim=1.000
scheduling docker job,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=job scheduling dispatch;sim=1.000
queue requirement,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=queue dispatch;sim=0.999
configure application,dispatch,"embed_expand(k=5,min_cos=0.75)",seed=configure dispatch;sim=0.999
option following field,feature group,"embed_expand(k=5,min_cos=0.75)",seed=option feature group;sim=0.999
lsf feature ego,package,"embed_expand(k=5,min_cos=0.75)",seed=lsf integration package;sim=0.999
lsf scheduling policy,package,"embed_expand(k=5,min_cos=0.75)",seed=lsf integration package;sim=0.999
automatic lsf startup,package,"embed_expand(k=5,min_cos=0.75)",seed=lsf integration package;sim=0.999
behavior lsf,package,"embed_expand(k=5,min_cos=0.75)",seed=lsf package;sim=0.999
aspect lsf behavior,package,"embed_expand(k=5,min_cos=0.75)",seed=lsf package;sim=0.999
csm integration,package,"embed_expand(k=5,min_cos=0.75)",seed=integration package;sim=0.999
integration,package,"embed_expand(k=5,min_cos=0.75)",seed=integration package;sim=0.999
jsdl standard schema,package,"embed_expand(k=5,min_cos=0.75)",seed=standard installer package;sim=0.999
shell script,package,"embed_expand(k=5,min_cos=0.75)",seed=installer script package;sim=0.999
plan installation,package,"embed_expand(k=5,min_cos=0.75)",seed=installation package;sim=0.999
lsf feature ego,integration package,"embed_expand(k=5,min_cos=0.75)",seed=lsf integration package;sim=0.999
lsf scheduling policy,integration package,"embed_expand(k=5,min_cos=0.75)",seed=lsf integration package;sim=0.999
automatic lsf startup,integration package,"embed_expand(k=5,min_cos=0.75)",seed=lsf integration package;sim=0.999
csm integration,integration package,"embed_expand(k=5,min_cos=0.75)",seed=csm integration package;sim=0.999
integration,integration package,"embed_expand(k=5,min_cos=0.75)",seed=csm integration package;sim=0.999
lsf instance,lsf daemon,"embed_expand(k=5,min_cos=0.75)",seed=key lsf daemon;sim=0.999
instance lsf,lsf daemon,"embed_expand(k=5,min_cos=0.75)",seed=key lsf daemon;sim=0.999
gpu resource,resource resource,"embed_expand(k=5,min_cos=0.75)",seed=global resource resource;sim=1.000
global resource,resource resource,"embed_expand(k=5,min_cos=0.75)",seed=global resource resource;sim=1.000
authentication authorization,authentication,"embed_expand(k=5,min_cos=0.75)",seed=kerberos authentication;sim=1.000
job job group,group job,"embed_expand(k=5,min_cos=0.75)",seed=job group job;sim=1.000
jg job group,group job,"embed_expand(k=5,min_cos=0.75)",seed=job group job;sim=1.000
slot job host,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=host parallel job;sim=1.000
job level host,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=host parallel job;sim=1.000
job submission host,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=host parallel job;sim=1.000
parallel job job,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=preemption parallel job;sim=1.000
feature job process,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=process parallel job;sim=1.000
child job group,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=process parallel job;sim=0.999
large job array,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=large parallel job;sim=1.000
large job,parallel job,"embed_expand(k=5,min_cos=0.75)",seed=large parallel job;sim=1.000
linux cgroup device,cgroup,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup;sim=1.000
linux cgroup cpuset,cgroup,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup;sim=1.000
linux x,cgroup,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup;sim=0.999
linux kernel,cgroup,"embed_expand(k=5,min_cos=0.75)",seed=linux cgroup;sim=0.999
core numa node,socket,"embed_expand(k=5,min_cos=0.75)",seed=core socket;sim=0.999
