sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_7af4_sent_10828,doc_7af4,10828,"If TYPE is not given, the default type is Boolean.
INTERVAL
Optional. Applies to dynamic resources only.",1394307,1394412,104,1,2026-01-29T16:24:27Z
doc_7af4_sent_10829,doc_7af4,10829,Deﬁnes the time interval (in seconds) at which the resource is sampled by the ELIM.,1394412,1394496,83,1,2026-01-29T16:24:27Z
doc_7af4_sent_10830,doc_7af4,10830,"If INTERVAL is deﬁned for a numeric resource, it becomes an external load index.",1394496,1394577,80,1,2026-01-29T16:24:27Z
doc_7af4_sent_10831,doc_7af4,10831,"Default
If INTERVAL is not given, the resource is considered static.",1394577,1394646,68,1,2026-01-29T16:24:27Z
doc_7af4_sent_10832,doc_7af4,10832,"INCREASING
Applies to numeric resources only.",1394646,1394692,45,1,2026-01-29T16:24:27Z
doc_7af4_sent_10833,doc_7af4,10833,"If a larger value means greater load, INCREASING should be deﬁned as Y. If a smaller value means greater load, INCREASING should be deﬁned as
CONSUMABLE
Explicitly control if a resource is consumable. Applies to static or dynamic numeric resources.",1394692,1394941,248,1,2026-01-29T16:24:27Z
doc_7af4_sent_10834,doc_7af4,10834,Static and dynamic numeric resources can be speciﬁed as consumable.,1394941,1395008,67,1,2026-01-29T16:24:27Z
doc_7af4_sent_10835,doc_7af4,10835,CONSUMABLE is optional.,1395009,1395032,23,1,2026-01-29T16:24:27Z
doc_7af4_sent_10836,doc_7af4,10836,"The following are consumable: r15s, r1m, r15m, ut, pg, io, ls, it, tmp, swp, mem.",1395098,1395180,81,1,2026-01-29T16:24:27Z
doc_7af4_sent_10837,doc_7af4,10837,"All other built-in static resources are not consumable, for example: ncpus, ndisks, maxmem, maxswp, maxtmp, cpuf, type, model,
status, rexpri, server, hname).",1395180,1395339,158,1,2026-01-29T16:24:27Z
doc_7af4_sent_10838,doc_7af4,10838,"External shared resources:
All numeric resources are consumable.",1395339,1395404,64,1,2026-01-29T16:24:27Z
doc_7af4_sent_10839,doc_7af4,10839,String and boolean resources are not consumable.,1395404,1395453,48,1,2026-01-29T16:24:27Z
doc_7af4_sent_10840,doc_7af4,10840,You should only specify consumable resources in the rusage section of a resource requirement string.,1395453,1395553,100,1,2026-01-29T16:24:27Z
doc_7af4_sent_10841,doc_7af4,10841,"Non-consumable resources are ignored in
rusage sections.",1395554,1395611,56,1,2026-01-29T16:24:27Z
doc_7af4_sent_10842,doc_7af4,10842,A non-consumable resource should not be releasable.,1395611,1395662,51,1,2026-01-29T16:24:27Z
doc_7af4_sent_10843,doc_7af4,10843,"Non-consumable numeric resource should be able to used in order, select and same
sections of a resource requirement string.",1395663,1395787,123,1,2026-01-29T16:24:27Z
doc_7af4_sent_10844,doc_7af4,10844,LSF rejects resource requirement strings where an rusage section contains a non-consumable resource.,1395787,1395888,100,1,2026-01-29T16:24:27Z
doc_7af4_sent_10845,doc_7af4,10845,A brief description of the resource.,1395900,1395937,36,1,2026-01-29T16:24:27Z
doc_7af4_sent_10846,doc_7af4,10846,"The information deﬁned here will be returned by the ls_info() API call or printed out by the lsinfo command as an explanation of the meaning of the
resource.",1395937,1396095,157,1,2026-01-29T16:24:27Z
doc_7af4_sent_10847,doc_7af4,10847,"RELEASE
Applies to numeric shared resources only.",1396095,1396145,49,1,2026-01-29T16:24:27Z
doc_7af4_sent_10848,doc_7af4,10848,Controls whether LSF releases the resource when a job using the resource is suspended.,1396145,1396231,86,1,2026-01-29T16:24:27Z
doc_7af4_sent_10849,doc_7af4,10849,"When a job using a shared resource is suspended, the
resource is held or released by the job depending on the conﬁguration of this parameter.",1396232,1396374,141,1,2026-01-29T16:24:27Z
doc_7af4_sent_10850,doc_7af4,10850,"Specify N to hold the resource, or specify Y to release the resource.",1396374,1396444,69,1,2026-01-29T16:24:27Z
doc_7af4_sent_10851,doc_7af4,10851,"Default
lsf.sudoers
About lsf.sudoers",1396444,1396482,37,1,2026-01-29T16:24:27Z
doc_7af4_sent_10852,doc_7af4,10852,The lsf.sudoers ﬁle is an optional ﬁle to conﬁgure security mechanisms.,1396482,1396553,71,1,2026-01-29T16:24:27Z
doc_7af4_sent_10853,doc_7af4,10853,It is not installed by default.,1396554,1396586,31,1,2026-01-29T16:24:27Z
doc_7af4_sent_10854,doc_7af4,10854,You use lsf.sudoers to set the parameter LSF_EAUTH_KEY to conﬁgure a key for eauth to encrypt and decrypt user authentication data.,1396586,1396718,131,1,2026-01-29T16:24:27Z
doc_7af4_sent_10855,doc_7af4,10855,"On UNIX, you also use lsf.sudoers to grant permission to users other than root to perform certain operations as root in LSF, or as a speciﬁed user.",1396718,1396866,147,1,2026-01-29T16:24:27Z
doc_7af4_sent_10856,doc_7af4,10856,"These operations include:
LSF daemon startup or shutdown
User ID for LSF authentication
User ID for LSF pre- and post-execution commands
User ID for external LSF executables
If lsf.sudoers does not exist, only root can perform these operations in LSF on UNIX.",1396866,1397126,259,1,2026-01-29T16:24:27Z
doc_7af4_sent_10857,doc_7af4,10857,"On UNIX, this ﬁle is located in /etc.",1397126,1397164,37,1,2026-01-29T16:24:27Z
doc_7af4_sent_10858,doc_7af4,10858,There is one lsf.sudoers ﬁle per host.,1397164,1397203,38,1,2026-01-29T16:24:27Z
doc_7af4_sent_10859,doc_7af4,10859,"On Windows, this ﬁle is located in the directory speciﬁed by the LSF_SECUREDIR parameter in the lsf.conf ﬁle.",1397203,1397313,109,1,2026-01-29T16:24:27Z
doc_7af4_sent_10860,doc_7af4,10860,"Note: To use the lsf.sudoers ﬁle, you must enable the setuid bit for the LSF administration commands. Run the hostsetup --setuid command option
on the LSF management and candidate hosts. Since this allows LSF administration commands to run with root privileges, do not enable the setuid bit
if you do not want these LSF commands to run with root privileges.",1397313,1397671,357,1,2026-01-29T16:24:27Z
doc_7af4_sent_10861,doc_7af4,10861,"The hostsetup --setuid command enables the setuid bit for the following LSF executable ﬁles: badmin, lsadmin, egosh, utmpreg, swtbl_api,
ntbl_api, lstbl_nid, and swtbl_poe.",1397671,1397844,172,1,2026-01-29T16:24:27Z
doc_7af4_sent_10862,doc_7af4,10862,"Changing lsf.sudoers conﬁguration
After making any changes to lsf.sudoers, run badmin reconﬁg to reload the conﬁguration ﬁles.
/etc/lsf.sudoers on UNIX",1397844,1397996,151,1,2026-01-29T16:24:27Z
doc_7af4_sent_10863,doc_7af4,10863,"In LSF, certain operations such as daemon startup can only be performed by root.",1397996,1398076,80,1,2026-01-29T16:24:27Z
doc_7af4_sent_10864,doc_7af4,10864,"The lsf.sudoers ﬁle grants root privileges to speciﬁc users or user
groups to perform these operations.",1398077,1398181,103,1,2026-01-29T16:24:27Z
doc_7af4_sent_10865,doc_7af4,10865,"Location
lsf.sudoers must be located in /etc",1398181,1398225,44,1,2026-01-29T16:24:27Z
doc_7af4_sent_10866,doc_7af4,10866,on each host.,1398226,1398240,13,1,2026-01-29T16:24:27Z
doc_7af4_sent_10867,doc_7af4,10867,"Permissions
/etc/lsf.sudoers must have permission 600 and be readable and writable only by root.
lsf.sudoers on Windows",1398240,1398360,119,1,2026-01-29T16:24:27Z
doc_7af4_sent_10868,doc_7af4,10868,"The lsf.sudoers ﬁle is shared over an NTFS network, not duplicated on every Windows host.",1398360,1398450,89,1,2026-01-29T16:24:27Z
doc_7af4_sent_10869,doc_7af4,10869,"By default, LSF installs lsf.sudoers in the %SYSTEMROOT% directory.",1398450,1398518,67,1,2026-01-29T16:24:27Z
doc_7af4_sent_10870,doc_7af4,10870,The location of lsf.sudoers on Windows must be speciﬁed by the LSF_SECUREDIRparameter in the lsf.conf ﬁle.,1398518,1398624,106,1,2026-01-29T16:24:27Z
doc_7af4_sent_10871,doc_7af4,10871,"You must conﬁgure the
LSF_SECUREDIR parameter in lsf.conf if using lsf.sudoers on Windows.",1398625,1398716,90,1,2026-01-29T16:24:27Z
doc_7af4_sent_10872,doc_7af4,10872,"Windows permissions
Restriction:
The owner of lsf.sudoers on Windows be Administrators.",1398716,1398803,87,1,2026-01-29T16:24:27Z
doc_7af4_sent_10873,doc_7af4,10873,"If not, eauth may not work.",1398804,1398832,27,1,2026-01-29T16:24:27Z
doc_7af4_sent_10874,doc_7af4,10874,"The permissions on lsf.sudoers for Windows are:
Workgroup Environment
Local Admins (W)
Everyone (R)
Domain Environment
Domain Admins (W)
Everyone (R",1398832,1398980,148,1,2026-01-29T16:24:27Z
doc_7af4_sent_10875,doc_7af4,10875,")
File format
The format of lsf.sudoers is very similar to that of lsf.conf.",1398980,1399057,76,1,2026-01-29T16:24:27Z
doc_7af4_sent_10876,doc_7af4,10876,"Each entry can have one of the following forms:
NAME=VALUE
NAME=
NAME= ""STRING1 STRING2 ...""
The equal sign = must follow each NAME even if no value follows and there should be no space beside the equal sign.",1399057,1399266,208,1,2026-01-29T16:24:27Z
doc_7af4_sent_10877,doc_7af4,10877,NAME describes an authorized operation.,1399266,1399306,39,1,2026-01-29T16:24:27Z
doc_7af4_sent_10878,doc_7af4,10878,VALUE is a single string or multiple strings separated by spaces and enclosed in quotation marks.,1399306,1399404,97,1,2026-01-29T16:24:27Z
doc_7af4_sent_10879,doc_7af4,10879,Lines starting with a pound sign (#) are comments and are ignored.,1399404,1399470,66,1,2026-01-29T16:24:27Z
doc_7af4_sent_10880,doc_7af4,10880,Do not use #if as this is reserved syntax for time-based conﬁguration.,1399471,1399542,70,1,2026-01-29T16:24:27Z
doc_7af4_sent_10881,doc_7af4,10881,"Example lsf.sudoers File
LSB_PRE_POST_EXEC_USER=user100
LSF_STARTUP_PATH=/usr/share/lsf/etc
LSF_STARTUP_USERS=""user1 user10 user55""
Creating and modifying lsf.sudoers
You can create and modify lsf.sudoers with a text editor.",1399542,1399767,224,1,2026-01-29T16:24:27Z
doc_7af4_sent_10882,doc_7af4,10882,"After you modify lsf.sudoers, you must run badmin hrestart all to restart all sbatchds in the cluster with the updated conﬁguration.",1399767,1399900,132,1,2026-01-29T16:24:27Z
doc_7af4_sent_10883,doc_7af4,10883,"Parameters
LSB_PRE_POST_EXEC_USER
Syntax
LSB_PRE_POST_EXEC_USER=user_name
Description
Speciﬁes the UNIX user account under which pre- and post-execution commands run.",1399900,1400066,166,1,2026-01-29T16:24:27Z
doc_7af4_sent_10884,doc_7af4,10884,"This parameter affects host-based pre- and post-execution
processing deﬁned at the ﬁrst level.",1400067,1400162,94,1,2026-01-29T16:24:27Z
doc_7af4_sent_10885,doc_7af4,10885,"You can specify only one user account. If the pre-execution or post-execution commands perform privileged operations that require root permissions
on UNIX hosts, specify a value of root.",1400162,1400349,186,1,2026-01-29T16:24:27Z
doc_7af4_sent_10886,doc_7af4,10886,"If you conﬁgure this parameter as root, the LD_PRELOAD and LD_LIBRARY_PATH variables are removed from the pre-execution, post-execution, and
eexec environments for security purposes.",1400349,1400532,182,1,2026-01-29T16:24:27Z
doc_7af4_sent_10887,doc_7af4,10887,"Default
Not deﬁned.",1400532,1400551,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10888,doc_7af4,10888,Pre-execution and post-execution commands run under the user account of the user who submits the job.,1400552,1400654,101,1,2026-01-29T16:24:27Z
doc_7af4_sent_10889,doc_7af4,10889,"LSF_EAUTH_KEY
Syntax
LSF_EAUTH_KEY=key
Description
Applies to UNIX, Windows, and mixed UNIX or Windows clusters.",1400654,1400767,112,1,2026-01-29T16:24:27Z
doc_7af4_sent_10890,doc_7af4,10890,Speciﬁes the key that eauth uses to encrypt and decrypt user authentication data.,1400767,1400848,81,1,2026-01-29T16:24:27Z
doc_7af4_sent_10891,doc_7af4,10891,Deﬁning this parameter enables increased security at your site.,1400849,1400913,63,1,2026-01-29T16:24:27Z
doc_7af4_sent_10892,doc_7af4,10892,The key must contain at least six characters and must use only printable characters.,1400913,1400998,84,1,2026-01-29T16:24:27Z
doc_7af4_sent_10893,doc_7af4,10893,"You must conﬁgure the LSF_EAUTH_KEY parameter if any of the following cases apply to you:
You want to use your own deﬁned key instead of the default LSF key.",1400998,1401156,157,1,2026-01-29T16:24:27Z
doc_7af4_sent_10894,doc_7af4,10894,You are using the battach command.,1401156,1401191,34,1,2026-01-29T16:24:27Z
doc_7af4_sent_10895,doc_7af4,10895,You are running the data manager daemon (dmd) while using the LSF multicluster capability.,1401191,1401282,90,1,2026-01-29T16:24:27Z
doc_7af4_sent_10896,doc_7af4,10896,You are running the global policy daemon (gpolicyd) while using the LSF multicluster capability.,1401282,1401379,96,1,2026-01-29T16:24:27Z
doc_7af4_sent_10897,doc_7af4,10897,"You are using the job forward mode in the LSF multicluster capability with the battach or bsub -f commands because these commands
require the use of eauth -c or eauth -s on both clusters.",1401379,1401567,187,1,2026-01-29T16:24:27Z
doc_7af4_sent_10898,doc_7af4,10898,"When you specify a new eauth key, you can also allow LSF to continue using the old eauth key for a speciﬁed period of time. This gives LSF
administrators time to update the eauth key on each host in the cluster without disrupting authentication operations.",1401572,1401829,256,1,2026-01-29T16:24:27Z
doc_7af4_sent_10899,doc_7af4,10899,"To continue using the old eauth key, rename the current LSF_EAUTH_KEY parameter to LSF_EAUTH_OLDKEY, then deﬁne the
LSF_EAUTH_OLDKEY_EXPIRY parameter to specify an expiry date for the old key. Deﬁne a new LSF_EAUTH_KEY parameter with the new eauth key
as the value.",1401829,1402095,265,1,2026-01-29T16:24:27Z
doc_7af4_sent_10900,doc_7af4,10900,"For UNIX, you must edit the lsf.sudoers ﬁle on all hosts within the cluster and specify the same encryption key.",1402095,1402207,112,1,2026-01-29T16:24:27Z
doc_7af4_sent_10901,doc_7af4,10901,"For Windows, you must edit the
shared lsf.sudoers ﬁle.",1402208,1402263,54,1,2026-01-29T16:24:27Z
doc_7af4_sent_10902,doc_7af4,10902,"Default
Not deﬁned.",1402263,1402282,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10903,doc_7af4,10903,The eauth executable encrypts and decrypts authentication data using an internal key.,1402283,1402369,85,1,2026-01-29T16:24:27Z
doc_7af4_sent_10904,doc_7af4,10904,"LSF_EAUTH_OLDKEY
Syntax
LSF_EAUTH_OLDKEY=key
Description
Applies to UNIX, Windows, and mixed UNIX and Windows clusters.",1402369,1402489,119,1,2026-01-29T16:24:27Z
doc_7af4_sent_10905,doc_7af4,10905,Speciﬁes the previous key that eauth used to encrypt and decrypt user authentication data after you specify a new eauth key.,1402489,1402613,124,1,2026-01-29T16:24:27Z
doc_7af4_sent_10906,doc_7af4,10906,"Deﬁning this
parameter gives LSF administrators time to update the eauth key on each host in the cluster without disrupting authentication operations.",1402614,1402764,150,1,2026-01-29T16:24:27Z
doc_7af4_sent_10907,doc_7af4,10907,"The key
must contain at least six characters and must use only printable characters.",1402765,1402849,84,1,2026-01-29T16:24:27Z
doc_7af4_sent_10908,doc_7af4,10908,"To use this parameter, you must also deﬁne the
LSF_EAUTH_OLDKEY_EXPIRY parameter to specify an expiry date for the old key.",1402850,1402974,123,1,2026-01-29T16:24:27Z
doc_7af4_sent_10909,doc_7af4,10909,"Default
Not deﬁned.",1402974,1402993,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10910,doc_7af4,10910,LSF uses an internal key that is generated by eauth.,1402994,1403047,52,1,2026-01-29T16:24:27Z
doc_7af4_sent_10911,doc_7af4,10911,"LSF_EAUTH_OLDKEY_EXPIRY
Syntax
LSF_EAUTH_OLDKEY=[year-month-day]
Description
Applies to UNIX, Windows, and mixed UNIX/Windows clusters.",1403047,1403183,135,1,2026-01-29T16:24:27Z
doc_7af4_sent_10912,doc_7af4,10912,"The date is in the form of [year-month-day] where the number ranges are as follows: year after 1970, month 1-12, day 1-31.",1403183,1403306,122,1,2026-01-29T16:24:27Z
doc_7af4_sent_10913,doc_7af4,10913,"Speciﬁes the expiry date for the previous eauth key (LSF_EAUTH_OLDKEY_EXPIRY parameter), after which the previous key no longer works and
only the new LSF_EAUTH_KEY parameter works.",1403306,1403487,181,1,2026-01-29T16:24:27Z
doc_7af4_sent_10914,doc_7af4,10914,"Deﬁning the LSF_EAUTH_OLDKEY and LSF_EAUTH_OLDKEY_EXPIRY parameters gives LSF
administrators time to update the eauth key on each host in the cluster without disrupting authentication operations.",1403488,1403684,195,1,2026-01-29T16:24:27Z
doc_7af4_sent_10915,doc_7af4,10915,"Default
Not deﬁned.",1403684,1403703,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10916,doc_7af4,10916,LSF uses an internal key that is generated by eauth.,1403704,1403757,52,1,2026-01-29T16:24:27Z
doc_7af4_sent_10917,doc_7af4,10917,"LSF_EAUTH_USER
Syntax
LSF_EAUTH_USER=user_name
Description
UNIX only.",1403757,1403827,69,1,2026-01-29T16:24:27Z
doc_7af4_sent_10918,doc_7af4,10918,Speciﬁes the UNIX user account under which the external authentication executable eauth runs.,1403827,1403921,93,1,2026-01-29T16:24:27Z
doc_7af4_sent_10919,doc_7af4,10919,"Default
Not deﬁned.",1403921,1403940,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10920,doc_7af4,10920,The eauth executable runs under the account of the primary LSF administrator.,1403941,1404019,77,1,2026-01-29T16:24:27Z
doc_7af4_sent_10921,doc_7af4,10921,"LSF_EEXEC_USER
Syntax
LSF_EEXEC_USER=user_name
Description
UNIX only.",1404019,1404089,69,1,2026-01-29T16:24:27Z
doc_7af4_sent_10922,doc_7af4,10922,Speciﬁes the UNIX user account under which the external executable eexec runs.,1404089,1404168,78,1,2026-01-29T16:24:27Z
doc_7af4_sent_10923,doc_7af4,10923,"Default
Not deﬁned.",1404168,1404187,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10924,doc_7af4,10924,The eexec executable runs under root or the account of the user who submitted the job.,1404188,1404275,86,1,2026-01-29T16:24:27Z
doc_7af4_sent_10925,doc_7af4,10925,"LSF_EGO_ADMIN_PASSWD
Syntax
LSF_EGO_ADMIN_PASSWD=password
Description
When the EGO Service Controller (EGOSC) is conﬁgured to control LSF daemons, enables UNIX and Windows users to bypass the additional login
required to start res and sbatchd. Bypassing the EGO administrator login enables the use of scripts to automate system startup.",1404275,1404612,336,1,2026-01-29T16:24:27Z
doc_7af4_sent_10926,doc_7af4,10926,Specify the Admin EGO cluster administrator password as clear text.,1404612,1404679,67,1,2026-01-29T16:24:27Z
doc_7af4_sent_10927,doc_7af4,10927,You must also deﬁne the LSF_EGO_ADMIN_USER parameter.,1404680,1404734,53,1,2026-01-29T16:24:27Z
doc_7af4_sent_10928,doc_7af4,10928,"Default
Not deﬁned.",1404734,1404753,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10929,doc_7af4,10929,"With EGOSC daemon control enabled, the lsadmin and badmin startup subcommands invoke the egosh user logon command to prompt
for the Admin EGO cluster administrator credentials.",1404754,1404931,176,1,2026-01-29T16:24:27Z
doc_7af4_sent_10930,doc_7af4,10930,"LSF_EGO_ADMIN_USER
Syntax
LSF_EGO_ADMIN_USER=Admin
Description
When the EGO Service Controller (EGOSC) is conﬁgured to control LSF daemons, enables UNIX and Windows users to bypass the additional login
required to start res and sbatchd. Bypassing the EGO administrator login enables the use of scripts to automate system startup.",1404931,1405261,329,1,2026-01-29T16:24:27Z
doc_7af4_sent_10931,doc_7af4,10931,Specify the Admin EGO cluster administrator account.,1405261,1405313,52,1,2026-01-29T16:24:27Z
doc_7af4_sent_10932,doc_7af4,10932,You must also deﬁne the LSF_EGO_ADMIN_PASSWD parameter.,1405314,1405370,55,1,2026-01-29T16:24:27Z
doc_7af4_sent_10933,doc_7af4,10933,"Default
Not deﬁned.",1405370,1405389,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10934,doc_7af4,10934,"With EGOSC daemon control enabled, the lsadmin and badmin startup subcommands invoke the egosh user logon command to prompt
for the Admin EGO cluster administrator credentials.",1405390,1405567,176,1,2026-01-29T16:24:27Z
doc_7af4_sent_10935,doc_7af4,10935,"LSF_HOST_UUID
Syntax
LSF_HOST_UUID=UUID
Description
(As of Fix Pack 15)",1405567,1405638,71,1,2026-01-29T16:24:27Z
doc_7af4_sent_10936,doc_7af4,10936,"Linux only. Generates a UUID from the value (up to 512 characters) that you provide for this parameter. The same parameter
value will always generate the same UUID.",1405639,1405804,164,1,2026-01-29T16:24:27Z
doc_7af4_sent_10937,doc_7af4,10937,"A UUID is automatically-generated for you on Linux machines based on the host boot time, host name, and the LSF_LOCAL_RESOURCES parameter
in the lsf.conf ﬁle; however, you can manually override the UUID value using this LSF_HOST_UUID parameter.",1405804,1406048,244,1,2026-01-29T16:24:27Z
doc_7af4_sent_10938,doc_7af4,10938,"The UUID allows you identify a host by
more than just its hostname.",1406049,1406116,67,1,2026-01-29T16:24:27Z
doc_7af4_sent_10939,doc_7af4,10939,"For example, a UUID is used to determine if the host is the same one that previously joined, or if the host is simply
reusing the same hostname or IP address (which is common for cloud- provisioned machines).",1406117,1406326,208,1,2026-01-29T16:24:27Z
doc_7af4_sent_10940,doc_7af4,10940,"Default
Undeﬁned.",1406326,1406343,17,1,2026-01-29T16:24:27Z
doc_7af4_sent_10941,doc_7af4,10941,LSF automatically-generates UUIDs for dynamic Linux hosts. Use this parameter to override a host's UUID.,1406344,1406449,104,1,2026-01-29T16:24:27Z
doc_7af4_sent_10942,doc_7af4,10942,"LSF_LOAD_PLUGINS
Syntax
LSF_LOAD_PLUGINS=y | Y
Description
If deﬁned, LSF loads plug-ins from LSB_LSBDIR.",1406449,1406554,105,1,2026-01-29T16:24:27Z
doc_7af4_sent_10943,doc_7af4,10943,"Used for Kerberos authentication and to enable the LSF CPU set plug-in for SGI.
Default
Not deﬁned.",1406555,1406654,99,1,2026-01-29T16:24:27Z
doc_7af4_sent_10944,doc_7af4,10944,"LSF does not load plug-ins.
LSF_STARTUP_PATH
Syntax
LSF_STARTUP_PATH=path
Description
UNIX only. Enables the LSF daemon startup control feature when LSF_STARTUP_USERS is also deﬁned.",1406655,1406837,182,1,2026-01-29T16:24:27Z
doc_7af4_sent_10945,doc_7af4,10945,"Deﬁne both parameters when you want to
allow users other than root to start LSF daemons.",1406838,1406927,88,1,2026-01-29T16:24:27Z
doc_7af4_sent_10946,doc_7af4,10946,"Speciﬁes the absolute path name of the directory in which the LSF daemon binary ﬁles (lim, res, sbatchd, and mbatchd) are installed.",1406927,1407059,132,1,2026-01-29T16:24:27Z
doc_7af4_sent_10947,doc_7af4,10947,"LSF daemons
are usually installed in the path speciﬁed by LSF_SERVERDIR deﬁned in the cshrc.lsf, proﬁle.lsf or lsf.conf ﬁles.",1407060,1407186,125,1,2026-01-29T16:24:27Z
doc_7af4_sent_10948,doc_7af4,10948,"Important:
For security reasons, you should move the LSF daemon binary ﬁles to a directory other than LSF_SERVERDIR or LSF_BINDIR.",1407186,1407316,130,1,2026-01-29T16:24:27Z
doc_7af4_sent_10949,doc_7af4,10949,"The user accounts
speciﬁed by LSF_STARTUP_USERS can start any binary in the LSF_STARTUP_PATH.",1407317,1407411,93,1,2026-01-29T16:24:27Z
doc_7af4_sent_10950,doc_7af4,10950,"Default
Not deﬁned.",1407411,1407430,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10951,doc_7af4,10951,Only the root user account can start LSF daemons.,1407431,1407481,49,1,2026-01-29T16:24:27Z
doc_7af4_sent_10952,doc_7af4,10952,"LSF_STARTUP_USERS
Syntax
LSF_STARTUP_USERS=all_admins| ""user_name...""
Description
UNIX only. Enables the LSF daemon startup control feature when LSF_STARTUP_PATH is also deﬁned.",1407481,1407658,177,1,2026-01-29T16:24:27Z
doc_7af4_sent_10953,doc_7af4,10953,"Deﬁne both parameters when you want to
allow users other than root to start LSF daemons.",1407659,1407747,88,1,2026-01-29T16:24:27Z
doc_7af4_sent_10954,doc_7af4,10954,"On Windows, the services admin group is equivalent to LSF_STARTUP_USERS.",1407748,1407821,72,1,2026-01-29T16:24:27Z
doc_7af4_sent_10955,doc_7af4,10955,"On UNIX hosts, by default only root can start LSF daemons.",1407821,1407879,58,1,2026-01-29T16:24:27Z
doc_7af4_sent_10956,doc_7af4,10956,"To manually start LSF daemons, a user runs the commands lsadmin and badmin, which
have been installed as setuid root.",1407880,1407997,117,1,2026-01-29T16:24:27Z
doc_7af4_sent_10957,doc_7af4,10957,"LSF_STARTUP_USERS speciﬁes a list of user accounts that can successfully run the commands lsadmin and
badmin to start LSF daemons.",1407998,1408129,130,1,2026-01-29T16:24:27Z
doc_7af4_sent_10958,doc_7af4,10958,"all_admins
Allows all UNIX users deﬁned as LSF administrators in the ﬁle lsf.cluster.cluster_name to start LSF daemons as root by running the
lsadmin and badmin commands.",1408129,1408300,170,1,2026-01-29T16:24:27Z
doc_7af4_sent_10959,doc_7af4,10959,"Not recommended due to the security risk of a non-root LSF administrator adding to the list of administrators in the
lsf.cluster.cluster_name ﬁle.
Not required for Windows hosts because all users with membership in the services admin group can start LSF daemons.",1408300,1408563,262,1,2026-01-29T16:24:27Z
doc_7af4_sent_10960,doc_7af4,10960,Allows the speciﬁed user accounts to start LSF daemons by running the lsadmin and badmin commands.,1408563,1408662,98,1,2026-01-29T16:24:27Z
doc_7af4_sent_10961,doc_7af4,10961,Separate multiple user names with a space.,1408662,1408705,42,1,2026-01-29T16:24:27Z
doc_7af4_sent_10962,doc_7af4,10962,"For a single user, do not use quotation marks.",1408705,1408752,46,1,2026-01-29T16:24:27Z
doc_7af4_sent_10963,doc_7af4,10963,"Default
Not deﬁned.",1408752,1408771,19,1,2026-01-29T16:24:27Z
doc_7af4_sent_10964,doc_7af4,10964,Only the root user account can start LSF daemons.,1408772,1408822,49,1,2026-01-29T16:24:27Z
doc_7af4_sent_10965,doc_7af4,10965,"See also
LSF_STARTUP_PATH
lsf.usermapping
Deﬁnes the user mapping policy for the example bsubmit command.",1408822,1408928,105,1,2026-01-29T16:24:27Z
doc_7af4_sent_10966,doc_7af4,10966,"Note that the bsubmit command is not included with LSF. To enable a job submission user to submit jobs as another job execution user, you
download and deploy this example bsubmit command executable ﬁle, as it is a wrapper for the bsub command. To use the example bsubmit
command, you build it from the source at: https://github.com/IBMSpectrumComputing/lsf-utils/tree/master/bsubmit.",1408928,1409312,383,1,2026-01-29T16:24:27Z
doc_7af4_sent_10967,doc_7af4,10967,The lsf.usermapping ﬁle allows you to map several job execution users and user groups to a single submission user or user group.,1409312,1409441,128,1,2026-01-29T16:24:27Z
doc_7af4_sent_10968,doc_7af4,10968,Create the lsf.usermapping ﬁle in the $LSF_ENVDIR directory.,1409441,1409501,60,1,2026-01-29T16:24:27Z
doc_7af4_sent_10969,doc_7af4,10969,"For each row, specify the submission user or group to the left and a comma-separated
list of execution users or groups on the right. This ﬁle must be owned by the LSF administrator, with ﬁle permissions set to read-write for the owner
and read-only for all other users.",1409502,1409771,269,1,2026-01-29T16:24:27Z
doc_7af4_sent_10970,doc_7af4,10970,"For each row, specify the submission user or group to the left and a comma-separated list of execution users or
groups on the right.",1409772,1409905,132,1,2026-01-29T16:24:27Z
doc_7af4_sent_10971,doc_7af4,10971,"For example:
#Submission user or group # Execution users or groups
userA userB,userC,userD
groupA groupB
This lsf.usermapping conﬁguration ﬁle means that the userA user can submit jobs as userB, userC, or userD. Users in the groupA group can
submit jobs as any user in the groupB user group.",1409905,1410197,291,1,2026-01-29T16:24:27Z
doc_7af4_sent_10972,doc_7af4,10972,"To submit jobs as other users, use the bsubmit command.",1410197,1410252,55,1,2026-01-29T16:24:27Z
doc_7af4_sent_10973,doc_7af4,10973,"For example, run the following command if the job submission user userA is submitting a
job as job execution user userC:
bsubmit --user",1410253,1410388,135,1,2026-01-29T16:24:27Z
doc_7af4_sent_10974,doc_7af4,10974,"userC myjob
Related reference
bsubmit command
setup.conﬁg
About setup.conﬁg",1410389,1410465,75,1,2026-01-29T16:24:27Z
